,Attributes,Description,age
0,Latin Name,Trichosanthes kirilowii,
1,Common Name,Chinese Cucumber,
2,Family,Cucurbitaceae,
3,USDA hardiness,8-11,
4,Known Hazards,"Root extracts are extremely toxic. Intravenous administration can cause pulmonary oedema, cerebral oedema, cerebral haemorrhage and myocardial damage. Seizures and fever in HIV patients with parenteral administration. Self-medication of root not advised [301].",
5,Habitats,"Forest edges and a weed of thickets in China[147]. Open forests, bushlands, grasslands and fields beside villages at elevations of 200 - 1800 metres[266].",
6,Range,"E. Asia - China, Mongolia, Vietnam.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(4 of 5),
11,Care (info),"Half Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/TrichosanthesKirilowii.jpg, https://pfaf.org/../Admin/PlantImages/TrichosanthesKirilowii2.jpg",
13,Summary,,
14,Physical Characteristics,"Trichosanthes kirilowii is a PERENNIAL CLIMBER growing to 6 m (19ft 8in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 9 and is frost tender.  It is in flower from July to September, and the seeds ripen from September to October. The species is dioecious (individual flowers are either male or female, but only one sex is to be found on any one plant so both male and female plants must be grown if seed is required).  and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,Trichosanthes obtusiloba C.Y. Wu,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Fruit: ,Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Shoots: ",
18,Edible Uses,"Oil: Oil,Oil: Oil,Oil: ,Oil: ",
19,Edible Uses Description,"t[183]. The young fruits are pickled[177]. The pulp of older fruits is eaten[179]. Mature fruits are about 10cm long[200]. Leaves and young shoots - cooked and used as a vegetable[177, 183]. An edible starch is obtained from the root[183]. It requires leeching[179], which probably means that it has a bitter flavour[K]. The root is harvested in the autumn, cut into thick slices, soaked for 4 - 5 days in water, changing the water daily until the root disintegrates and can be mashed into a fine pulp. It is then steamed into cakes or used for making dumplings[177, 178, 179]. An edible oil is obtained from the seed.",
