,Attributes,Description
0,Latin Name,Alchornea castaneifolia
1,Common Name,Iporuru
2,Family,Euphorbiaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,Rainforests at lower elevations and flood plains of the Amazon River system in Peru[ 318 ].
6,Range,"S. America - Argentina, Paraguay, Brazil, Bolivia, Peru, Colombia, Venezuela."
7,Edibility Rating,(0 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(4 of 5)
11,Care (info),"Tender,Moist Soil,Wet Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Alchornea castaneifolia_1.jpg, https://pfaf.org/../Admin/PlantImages/Alchornea castaneifolia2.jpg"
13,Summary,"Iporuru. Alchornea castaneifolia.  A medicinal plant known in South America, Iporuru (Alchornea castaneifolia) is a shrubby tree with an open crown and a straight, slender bole. It grows up to 8-10 m tall. It is known for its anti-inflammatory and pain relieving properties, and also widely used as an aphrodisiac and general tonic to the reproductive system. It has been used as a traditional medicine by the indigenous people of the Amazon where the bark and leaves are prepared in many different ways and are used for different purposes like remedies for rheumatism, arthritis, colds, and muscle pains. Indigenous people in Peru have used iporuru as remedy for osteoarthritis symptoms, and in aiding flexibility and range of motion.  Tribes like Candochi-Shapra and the Shipibo Indian tribes use the plant?s bark and roots for treating rheumatism as well. Tikuna tribe, on the other hand, prevents diarrhea by taking one tablespoon of the plant?s bark decoction before meal. Iporuru?s leaves are crushed to relieve joints pain, and beaten into a paste to relieve pain from stingray wounds.    Other names: Iporuru, Iporoni, Iporuro, Ipururo, Ipurosa, Macochihua, Niando, Pajaro"
14,Physical Characteristics,"Alchornea castaneifolia is an evergreen Tree growing to 8 m (26ft) by 8 m (26ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil."
15,Synonyms,Alchornea passargei Pax & K.Hoffm. Hermesia castaneifolia Humb. & Bonpl. ex Willd. Hermesia salicifo
16,Plant Habitats,
17,Edible Parts,
18,Edible Uses,"Agroforestry Services: Living fence: Simply managed rows of shrubs and trees.,Industrial Crop: Fiber: Clothing, rugs, sheets, blankets etc. Currently, almost none of our fiber are produced from perennial crops but could be!,Management: Standard: Plants grow to their standard height. Harvest fruit, seeds, or other products. Non-Destructive management systems.,Regional Crop: These crops have been domesticated and cultivated regionally but have not been adopted elsewhere and are typically not traded globally, Examples in this broad category include perennial cottons and many nuts and staple fruits."
19,Edible Uses Description,
20,Medicinal Uses,"Anodyne: Relieves pain, it is milder than an analgesic.,Antiarthritic: Treats arthritis.,Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antifungal: An agent that inhibits or destroys fungi. Used in the treatment of various fungal problems such as candida.,Antiinflammatory: Reduces inflammation of joints, injuries etc.,Antirheumatic: Treats rheumatism.,Antitumor: Preventing, or effective against, tumors, it is used in the treatment of cancer. Probably synonymous with Cytotoxic.,Antiviral: Treats virus diseases,Aphrodisiac: Increases the sexual appetite.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anodyne  Antiarthritic  Antidiarrhoeal  Antifungal  Antiinflammatory  Antirheumatic  Antitumor  Antiviral  Aphrodisiac  TonicIporuru has a high reputation as a medicinal herb in parts of S. America, though it is little known elsewhere. The bark and leaves are used for many different purposes and are prepared it in many different ways. However, it is especially valued for its anti-inflammatory and pain relieving properties and is also widely used as an aphrodisiac and general tonic to the reproductive system. It is commonly used with other plants during shamanistic training and, sometimes, is an ingredient in ayahuasca (a hallucinogenic, multi-herb decoction used by South American shamans)[ 318 ]. The plant has been shown to contain steroids, saponins, phenols, flavonols, flavones, tannins, xanthones, and alkaloids[ 318 ]. The anti-inflammatory properties are attributed to a group of alkaloids, including one called alchorneine, which are found in the bark of this and several other members of the genus[ 318 ]. There has been little clinical research on the plant - despite its long history of use. That which has been done, however, does help explain some of its traditional uses. An ethanol extract of the stembark has been shown to reduce swelling and inflammation when applied topically. This extract also inhibits prostaglandin synthesis - these prostaglandins are linked to inflammatory processes and diseases and the inhibitory activity may, in part, explain the traditional use of Iporuru for treating inflammatory joint and muscle disorders such as osteoarthritis, arthritis, and rheumatism318]. Other research has supported Iporuru's antifungal, antiviral, and antitumor activities[ 318 ]. An ethanol extract of the herb has proved to be much more effective than a water extract[ 318 ]. A tincture of the bark or leaves is used as a treatment for rheumatism, arthritis, colds, and muscle pains. It relieves the symptoms of osteoarthritis, and aids flexibility of the joint and range of motion. A decoction of the bark is taken before meals to prevent diarrhoea[ 318 , 558 ]. The crushed leaves are anodyne. They are rubbed on painful joints and are beaten into a paste to apply to painful stingray wounds[ 318 ]. A decoction of the leaves is used as a treatment for coughs. The leaves are used to increase female fertility (mostly in cases where the male is relatively impotent). It is widely used as an aphrodisiac and geriatric tonic for males and is regarded as a remedy for impotency as well as for balancing blood sugar levels in diabetics. The plant has been gaining popularity among North American athletes and health practitioners recently; with reports suggesting that it provides nutritional support to muscle and joint structures[ 318 ]."
22,Other Uses,"Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Wood: A list of the trees and shrubs that are noted for having useful wood."
