,Attributes,Description
0,Latin Name,Filipendula vulgaris
1,Common Name,"Dropwort, Meadowsweet"
2,Family,Rosaceae
3,USDA hardiness,3-10
4,Known Hazards,None known
5,Habitats,Dry pastures on limestone or chalky soils[4].
6,Range,"Europe, including Britain, from Scandanavia south and east to N. Africa, Siberia and the Caucasus."
7,Edibility Rating,(2 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/FilipendulaVulgaris.gif, https://pfaf.org/../Admin/PlantImages/FilipendulaVulgaris2.gif"
13,Summary,Bloom Color: White. Main Bloom Time: Mid summer. Form: Upright or erect.
14,Physical Characteristics,"Filipendula vulgaris is a PERENNIAL growing to 0.8 m (2ft 7in) by 0.4 m (1ft 4in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 3 and is not frost tender.  It is in flower from May to August, and the seeds ripen from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, beetles. The plant is self-fertile. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in heavy clay soil. Suitable pH: neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,F. hexapetala. Spiraea filipendula. Ulmaria filipendula.
16,Plant Habitats,Ground Cover; Meadow;
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc."
18,Edible Uses,
19,Edible Uses Description,"Young leaves - raw or cooked[61, 177, 200]. They can be added to salads and soups[183]. Root - raw or cooked[61, 115, 177, 200]. Rather bitter[5]. Astringent[100]. Best if roasted[141]. A famine food, it is only used in times of scarcity[183]."
20,Medicinal Uses,"Anthelmintic: Expels parasites from the gut.,Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Epilepsy: Used in the treatment of Epilepsy - a disorder in which nerve cell activity in the brain is disturbed, causing seizures.,Lithontripic: Removes stones from the kidney, bladder etc."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anthelmintic  Antispasmodic  Epilepsy  LithontripicThe root is anthelmintic and lithontripic. It is used in the treatment of epilepsy, kidney and bladder stones, genital discharges and intestinal worms[61]."
22,Other Uses,
23,Other Uses Description,Plants can be used as a ground cover when planted about 45cm apart each way[208]. The cultivar 'Flore Pleno' with sweetly scented double flowers has been recommended[208].
24,Cultivation Details,
25,Cultivation Details Description,"Landscape Uses:Massing, Rock garden. Prefers a well-drained moisture retentive soil[200]. Dislikes shade[17]. Tolerates dry soils[200]. Grows well on calcareous soils[17]. The flowers are sweetly scented and are very attractive to bees[245]. Members of this genus are rarely if ever troubled by browsing deer[233]. Special Features:Attractive foliage, Naturalizing, Suitable for cut flowers."
26,Plant Propagation,"Seed - best sown in the autumn in a cold frame[1]. The seed can also be sown in a cold frame in spring, germinating best at a temperature of 10 - 13°c[200]. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer if they have grown enough. If not, keep them in a cold frame for the winter and plant them out in late spring. Division in autumn or winter[200]. Very easy, larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
