,Attributes,Description
0,Latin Name,Populus nigra
1,Common Name,"Black Poplar, Lombardy poplar"
2,Family,Salicaceae
3,USDA hardiness,3-9
4,Known Hazards,None known
5,Habitats,"Moist ground in woods and by streams[9, 17]."
6,Range,"Central and southern Europe, including Britain, Mediterranean, temperate Asia to the Himalayas."
7,Edibility Rating,(1 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PopulusNigra.jpg, https://pfaf.org/../Admin/PlantImages/PopulusNigra2.jpg"
13,Summary,"Bloom Color: Red. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Columnar."
14,Physical Characteristics,"Populus nigra is a deciduous Tree growing to 30 m (98ft) by 20 m (65ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 2.  It is in flower in April, and the seeds ripen in June. The species is dioecious (individual flowers are either male or female, but only one sex is to be found on any one plant so both male and female plants must be grown if seed is required).  and is pollinated by Wind. The plant is not self-fertile. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,
16,Plant Habitats,Woodland Garden Canopy;
17,Edible Parts,
18,Edible Uses,Inner bark: the bark that is found just beneath the tough outer bark of trees and shrubs.
19,Edible Uses Description,"- dried, ground then added to flour and used for making bread etc[2]. A famine food, used when all else fails[177]."
