,Attributes,Description
0,Latin Name,Peganum harmala
1,Common Name,"Syrian Rue, Harmal peganum"
2,Family,Zygophyllaceae
3,USDA hardiness,7-10
4,Known Hazards,"Use with caution. Although the seed is used medicinally and as a condiment, it does contain hallucinogenic and narcotic alkaloids[238]. When taken in excess it causes hallucinations and vomiting[238]."
5,Habitats,"Dry steppes, especially where grazing is heavy[187], and dry waste places[50]. It is often found in saline soils[254]."
6,Range,Europe - Mediterranean and Southeast Europe.
7,Edibility Rating,(1 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(3 of 5)
11,Care (info),"Frost Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PeganumHarmala.jpg, https://pfaf.org/../Admin/PlantImages/PeganumHarmala2.jpg"
13,Summary,
14,Physical Characteristics,"Peganum harmala is a PERENNIAL growing to 0.6 m (2ft) by 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 8. The seeds ripen in September. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in saline soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds; East Wall. By. South Wall. By.
17,Edible Parts,
18,Edible Uses,"Oil: Oil,Oil: Oil,Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Oil: ,Oil: "
19,Edible Uses Description,"ed - used as a spice and purifying agent[105, 177, 183, 238]. Some caution is advised because the seed has narcotic properties, inducing a sense of euphoria and releasing inhibitions[169]. An edible oil is obtained from the seed[46, 61]."
