,Attributes,Description,age
0,Latin Name,Gnaphalium uliginosum,
1,Common Name,Marsh Cudweed,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,"Damp places in sandy fields, heaths, waysides etc, on acid soils[17].",
6,Range,"Most of Europe, including Britain, to W. Asia.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/GnaphaliumUliginosum.gif, https://pfaf.org/../Admin/PlantImages/GnaphaliumUliginosum2.gif",
13,Summary,,
14,Physical Characteristics,"Gnaphalium uliginosum is a ANNUAL growing to 0.2 m (0ft 8in) by 0.2 m (0ft 8in).  It is in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,Filaginella uliginosa. (L.)Opiz.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Antiinflammatory: Reduces inflammation of joints, injuries etc.,Aphrodisiac: Increases the sexual appetite.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiinflammatory  Aphrodisiac  Astringent  Diaphoretic  DiureticMarsh cudweed is little used in modern herbalism, though it is occasionally taken for its astringent, antiseptic and anticatarrhal properties[254]. The whole plant is anti-inflammatory, astringent, diaphoretic and diuretic[4, 21, 165, 238]. It may also have aphrodisiac and anti-depressant effects[238]. It is used both internally and externally in the treatment of laryngitis, upper respiratory catarrh and tonsillitis, whilst in Russia it is used in the treatment of high blood pressure[238, 254]. The plant is harvested when it is in flower and is dried for later use[238].",
20,Other Uses,Dye: Plants that provide dyes.,
21,Other Uses Description,Yellow and green dyes are obtained from the whole plant[168].,
22,Cultivation Details,,
23,Cultivation Details Description,Prefers a position in full sun or partial shade in a moist to wet light acid soil[238].,
24,Plant Propagation,Seed - sow late spring in situ and only just cover the seed.,
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
