,Attributes,Description,age
0,Latin Name,Ruta montana,
1,Common Name,Mountain Rue,
2,Family,Rutaceae,
3,USDA hardiness,6-9,
4,Known Hazards,"Although no records of toxicity have been seen for this species the following notes apply to at least one other member of the genus so some caution is advised. All parts of this plant are poisonous in large quantities[19]. It should not be used at all by pregnant women since it can induce abortions[165]. The sap contains furanocoumarins, sensitizing the skin to light and causing blistering or dermatitis in sensitive people[200].",
5,Habitats,Dry rocky places[50].,
6,Range,S.E. Europe to W. Asia and N. Africa.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/RutaMontana.jpg, https://pfaf.org/../Admin/PlantImages/RutaMontana2.jpg",
13,Summary,,
14,Physical Characteristics,"Ruta montana is an evergreen Shrub growing to 0.3 m (1ft).  See above for USDA hardiness. It is hardy to UK zone 7. It is in leaf all year. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil and can tolerate drought.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds; East Wall. In. South Wall. In. West Wall. In.,
17,Edible Parts,,
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.",
19,Edible Uses Description,"The leaves are used as a condiment[177, 183].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,"Essential: Essential oils that are used in perfumery, medicines, paint solvents, insect repellents etc.",
23,Other Uses Description,An essential oil from the leaves is used in perfumery and as a food flavouring.,
24,Cultivation Details,,
25,Cultivation Details Description,Succeeds in any good open soil[1]. Plants in this genus are notably resistant to honey fungus[200].,
26,Plant Propagation,"Seed - best sown as soon as it is ripe in a cold frame[200], it can also be sown in early to mid spring in a cold frame[14, 27]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Cuttings of young shoots in late spring[1]. Cuttings of half-ripe wood, July/August in a frame[200]. Very easy[K]. Layering in early summer. Old plants often self-layer[200].",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
