,Attributes,Description
0,Latin Name,Cucubalus baccifer
1,Common Name,Berry-Bearing Catchfly
2,Family,Caryophyllaceae
3,USDA hardiness,6-9
4,Known Hazards,None known
5,Habitats,Damp shady habitats in scrub and woodland[200].
6,Range,S. Europe to W. Asia.
7,Edibility Rating,(1 of 5)
8,Other Uses,(1 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CucubalusBaccifer.gif, https://pfaf.org/../Admin/PlantImages/CucubalusBaccifer2.gif"
13,Summary,
14,Physical Characteristics,"Cucubalus baccifer is a ANNUAL growing to 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 7. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland). It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge;
17,Edible Parts,Leaves: 
18,Edible Uses,
19,Edible Uses Description,"Leaves and young plants - cooked[177, 179]."
20,Medicinal Uses,Styptic: An astringent that stops bleeding by contracting the blood vessels.
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.StypticA decoction of the plant is used in the treatment of haemorrhages[218, 240]."
22,Other Uses,"Tannin: An astringent substance obtaied from plants, it is used medicinally, as a dye and mordant, stabilizer in pesticide etc."
23,Other Uses Description,The plant is rich in tannin[179].
24,Cultivation Details,
25,Cultivation Details Description,See the plants native habitat for ideas on its cultivation needs. Plants are hardy to between -10 and -15°c[200].
26,Plant Propagation,Seed - sow spring in situ.
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
