,Attributes,Description
0,Latin Name,Bambusa polymorpha
1,Common Name,"Burmese bamboo, Jama Betua"
2,Family,Poaceae
3,USDA hardiness,9-12
4,Known Hazards,None known
5,Habitats,"Abundant throughout the more humid types of mixed deciduous forest, particularly on the lower slopes and in well-drained valleys. It flourishes best and reaches its largest dimensions on deep fertile loams[ 310 ]."
6,Range,"Southeast Asia - northeastern India, Bangladesh, Myanmar, Thailand."
7,Edibility Rating,(2 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Half Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Bambusa polymorpha-Pai-horn-bamboo.jpg, https://pfaf.org/../Admin/PlantImages/Bambusa polymorpha 2.jpg"
13,Summary,"Burmese Bamboo, Bambusa polymorpha, is a tropical plant that grows on lower slopes and in well drained valleys. It reaches up to 25 m tall and 15 cm across. The stems are erect but can curve towards the top part. It is grayish green in color, covered with whitish brown hair, and turn brownish green upon drying. Culms of this species are used as construction material. The plant can be grown from seeds or cuttings. Other Names: Bar, Kyathaungwa, Narangi bas, Phai-hom."
14,Physical Characteristics,"Bambusa polymorpha is an evergreen Bamboo growing to 12 m (39ft) by 8 m (26ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 9. The flowers are pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,Arundarbor polymorpha (Munro) Kuntze Bambusa cyanostachya Kurz ex Gamble
16,Plant Habitats,
17,Edible Parts,Shoots: 
18,Edible Uses,
19,Edible Uses Description,"Edible portion: Shoots. The young shoots are edible but are reputed to taste very bitter[ 310 ]. The plant yields excellent sweet shoots, but sometimes they are regarded as bitter[ 317]. The young shoots are harvested as they emerge from the soil."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,"Biomass: Provides a large quantity of plant material that can be converted into fuel etc.,Thatching: Used for making thatched roofs.,Wood: A list of the trees and shrubs that are noted for having useful wood."
23,Other Uses Description,"Other uses rating: High (4/5). Agroforestry Uses: Commonly associated in the wild with teak (Tectona grandis), the plant is seen as an indicator of deep, rich, well-drained soils on which teak also develops well[ 310 , 418 ]. Other Uses Culms of Bambusa polymorpha are used for construction (walls, floors, roofs), matting, handicrafts, paper- and board-making[ 310 ]. The natural durability of Bambusa polymorpha is poor. Untreated, exposed culms are destroyed within 19 months by termites, fungi and borers. Traditionally, harvested culms are submerged for 10 - 20 days in running water and air dried before being used. Green culms lose about 40% of their weight when air dried[ 310 ]."
24,Cultivation Details,"Industrial Crop: Biomass: Three broad categories: bamboos, resprouting woody plants, and giant grasses. uses include: protein, materials (paper, building materials, fibers, biochar etc.), chemicals (biobased chemicals), energy - biofuels,Management: Managed Multistem: Regularly removing some multiple stems. A non-A non-destructive management systems maintaining the soil organic carbon.,Minor Global Crop: These crops are already grown or traded around the world, but on a smaller scale than the global perennial staple and industrial crops, The annual value of a minor global crop is under $1 billion US. Examples include shea, carob, Brazil nuts and fibers such as ramie and sisal.,Other Systems: Multistrata: Multistrata agroforests feature multiple layers of trees often with herbaceous perennials, annual crops, and livestock.,Other Systems: Strip intercrop: Tree crops grown in rows with alternating annual crops."
25,Cultivation Details Description,"Industrial Crop: Biomass  Management: Managed Multistem  Minor Global Crop  Other Systems: Multistrata  Other Systems: Strip intercropA plant of the tropics. It grows best in areas where annual daytime temperatures are within the range 22 - 28c, but can tolerate 9 - 32c[ 418 ]. It prefers a mean annual rainfall in the range 1,200 - 2,500mm, but tolerates 700 - 4,500mm[ 418 ]. Prefers a position in light shade, tolerating full sun[ 418 ]. Grows best on a deep, fertile, well-drained, loam soils[ 310 , 418 ]. Prefers a pH in the range 5 - 6, tolerating 4.5 - 6.5[ 418 ]. Bamboos have an interesting method of growth. Each plant produces a number of new stems annually - these stems grow to their maximum height in their first year of growth, subsequent growth in the stem being limited to the production of new side branches and leaves. In the case of some mature tropical species the new stem could be as much as 30 metres tall, with daily increases in height of 30cm or more during their peak growth time. This makes them some of the fastest-growing species in the world[ K ]. Bamboos in general are usually monocarpic, living for many years before flowering, then flowering and seeding profusely for a period of 1 - 3 years before usually dying. The life cycle of this species is estimated at 60 years. It normally flowers gregariously for about 2 - 3 years, after which the clump dies[ 310 ]. Natural regeneration is through seed, which is produced abundantly. A seedling needs more than 10 years to develop into a mature clump[ 310 ]. In India, some 6-year-old clumps, developed from rhizome cuttings, contained on average 80 culms that were 11 metres tall and 17cm in diameter[ 310 ]. Harvesting of culms may start when clumps are more than 5 years old. Culms to be harvested should be older than 1.5 years; for construction purposes, 3 - 4-year-old culms are preferred. For a sustainable yield, at least 8 - 10 old culms should be left in the clump[ 310 ]. To protect natural bamboo forests, proper harvesting regulations should be established[ 310 ].  Production: A 1000 seeds weigh 38 g."
