,Attributes,Description,age
0,Latin Name,Metroxylon amicarum,
1,Common Name,Caroline Ivory Nut Palm,
2,Family,Arecaceae,
3,USDA hardiness,10-12,
4,Known Hazards,Plant has spines or sharp edges; use extreme caution when handling,
5,Habitats,"Moist forest at elevations up to 550 metres in mountainous areas[338 ]. Freshwater wetlands, either coastal or moist upland rainforest[312 ].",
6,Range,West Pacific - Caroline Islands.,
7,Edibility Rating,(3 of 5),
8,Other Uses,(4 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Tender,Moist Soil,Wet Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Metroxylon amicarum 1.JPEG, https://pfaf.org/../Admin/PlantImages/Metroxylon amicarum 2.JPEG",
13,Summary,"Metroxylon amicarum or Caroline Ivory Nut Palm is endemic to the Caroline Islands. It grows usually about 20 m in height. The trunk has distinguished leaf-scar rings. The leaves are pinnate and dark green. The pith of the tree is used to make sago. The palm heart is eaten raw as a vegetable or cooked as ingredient in dishes. The roots, young leaves, and stem cork, on the other hand, are used in traditional medicine. The seeds are used to make buttons and carved items. The leaves are used as thatch or woven into mats and baskets. The wood is not durable but is used as house rafters and wall materials.",
14,Physical Characteristics,"Metroxylon amicarum is an evergreen Tree growing to 25 m (82ft) by 15 m (49ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay and nutritionally poor soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid and saline soils. It cannot grow in the shade. It prefers  moist or  wet soil. The plant can tolerate maritime exposure.",
15,Synonyms,Coelococcus amicarum (H.Wendl.) W.Wight Coelococcus carolinensis Dingler Metroxylon carolinense (Din,
16,Plant Habitats,,
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans.,Stem: this often intergrades into leaves.",
18,Edible Uses,"Apical bud: Typically, the end of a shoot contains an apical bud, which is the location where shoot growth occurs.",
19,Edible Uses Description,"metimes prepared from the pith of this tree. It is said to keep well and not to be injured by salt water[459 ]. It is considered a valuable food to take on canoe journeys[459 ]. Not as productive as the sago palm (Metroxylon sagu), it is more likely to be viewed as an emergency food[312 ]. The apical meristems or palm hearts are large and soft. The trees may be harvested prior to maturation exclusively for this purpose, with the meristem and several feet of the immature leaves being used. These palm hearts are used locally or are sold in local markets. They are eaten raw as a vegetable or cooked with other foods, often in curries[312 ]. Harvesting the palm heart leads to the death of the tree since it is unable to produce side branches[K ]. Immature seeds are sometimes eaten by children[312 ].",
20,Medicinal Uses,,
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.The roots, young leaves, and stem cork are used for traditional medicine[312 ].",
22,Other Uses,"Basketry: Plant used in making baskets and other items such as chairs. Includes plants that are only used as an ornamental addition.,Broom: Used for sweeping the floor etc.,Buttons: Plants that can be used as buttons. Not including making buttons from wood.,Containers: Plants, such as gourds, that can be used as containers. Does not include baskets or containers made from wood.,Fencing: Plants that can be used for fencing.,Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Nails: A few woods are tough enough to be used in place of metal nails in certain circumstances.,Needles: Used for sewing, darning etc.,Pins: Used as needles and pins in sewing etc. Also used to lance boils, extract splinters from the skin etc.,Roofing: Used to give a waterproof roof to buildings. See also Thatching.,Soil stabilization: Plants that can be grown in places such as sand dunes in order to prevent erosion by wind, water or other agents.,Thatching: Used for making thatched roofs.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
