,Attributes,Description
0,Latin Name,Jatropha curcas
1,Common Name,"Physic Nut, Barbados Nut"
2,Family,Euphorbiaceae
3,USDA hardiness,9-12
4,Known Hazards,"All parts of the plant are extremely purgative and poisonous[200 ]. The oil from the seed contains a toxin, curcasin[303 ]. The albumen of the kernel is a poison, toxalbumen cursin, most abundant in the embryo[303 ]. Another poison, a croton resin, occurs in the seeds and causes redness and pustular eruptions of the skin[303 ]. The plant is listed as a fish poison[303 ]. (All parts of plant are poisonous if ingested)"
5,Habitats,Grassland savannah and thorn forests[418 ].
6,Range,Tropical S. America - probably Central America to Mexico.
7,Edibility Rating,(2 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(3 of 5)
11,Care (info),"Tender,Well drained soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Jatropha_curcas_Descourtilz.JPEG, https://pfaf.org/../Admin/PlantImages/Jatropha curcas2.JPEG"
13,Summary,"A drought-tolerant plant, Physic nut (Jatropha curcas) or also known as Jatropha, Purging Nut, and Barbados Nut is a deciduous small tree or shrub that can be found in tropical America. It has a thin crown, milky sap, small and yellowish-green flowers, and yellow capsule fruit. It should be noted that all plant parts of J. curcas are poisonous, thus extreme caution should be observed when using the plant for any internal use. The latex has antibiotic properties against certain bacteria and coagulating effects on blood plasma. Bark juice is used for treating malarial fevers and reducing swellings caused by inflammation. It can be applied externally as treatment for burns, scabies, eczema, or ringworm. Bark paste is applied to gums to cure gum sore and swellings. In Nepal, thin twigs are used as toothbrushes to treat toothache, and bleeding and swollen gums. The leaves, on the other hand, can be used to treat a wide range of medicinal conditions such as coughs, convulsions, jaundice, fevers, rheumatic pains, guinea worm sores, wounds and cuts, sores, etc. The seeds can be used as a purgative but only in small doses. Oil obtained from the seeds are used in the treatment of skin diseases and rheumatic pains. It also stimulates hair growth. The root bark is used for sores, dysentery, and jaundice. Edible parts of J. curcas are the tender young shoots, young leaves, and seeds. The ashes from the roots and branches are used as cooking salt. The plant is also planted for soil-erosion control. Further, Jatropha oil is an environmentally safe and cost-effective renewable source of non-conventional energy. It is used as fuel-substitute."
14,Physical Characteristics,"Jatropha curcas is a deciduous Tree growing to 6 m (19ft) by 8 m (26ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. The flowers are pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid and saline soils. It cannot grow in the shade. It prefers dry soil and can tolerate drought. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,Castiglionia lobata Ruiz & Pav. Curcas adansonii Endl. Curcas curcas (L.) Britton & Millsp. Curcas d
16,Plant Habitats,
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Seed: includes nuts, cereals, peas and beans.,Shoots: "
18,Edible Uses,Salt: plants that provide a substitute for salt.
19,Edible Uses Description,"Tender young shoots - cooked and used as a vegetable[272 ]. The young leaves may be safely eaten when steamed or stewed[303 ]. Some caution is advised - see notes above on toxicity[K , 200 ]. Ashes from the roots and branches are used as cooking salt[303 ]. Cooked nuts are eaten in certain regions of Mexico[303 ]. The seeds, though agreeable to the taste, are purgative, and, if eaten in considerable quantities, poisonous. The taste is very much like that of beechnuts (Fagus spp.).[459 ]"
20,Medicinal Uses,"Antibiotic: An agent that inhibits or destroys a living organism. It usually refers to bacteria or other micro-organisms and is probably synonymous with Antibacterial,Antihaemorrhoidal: Treats haemorrhoids (piles). This would probably be best added to another heading.,Antiinflammatory: Reduces inflammation of joints, injuries etc.,Antirheumatic: Treats rheumatism.,Antitussive: Prevents or relieves coughing.,Appetizer: Improves the appetite,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Eczema: Used in the treatment of eczema - a chronic health condition that affects the skin, causing redness, dryness, itching and infections.,Emetic: Induces vomiting.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Malaria: Treats malaria - an acute febrile illness caused by Plasmodium parasites spread to people through the bites of mosquitos.,Mouthwash: Treats problems such as mouth ulcers.,Odontalgic: Treats toothache (temporary measure only) and other problems of the teeth and gums.,Purgative: A drastic laxative causing a cleansing or watery evacuation of the bowels, usually with a griping pain.,Skin: Plants used in miscellaneous treatments for the skin.,Styptic: An astringent that stops bleeding by contracting the blood vessels."
