,Attributes,Description
0,Latin Name,Cymopterus newberryi
1,Common Name,Sweetroot Spring Parsley
2,Family,Apiaceae or Umbelliferae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,Not known
6,Range,Western N. America.
7,Edibility Rating,(2 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Cymopterus_newberryi1.JPEG, https://pfaf.org/../Admin/PlantImages/Cymopterus_newberryi2.JPEG"
13,Summary,
14,Physical Characteristics,"Cymopterus newberryi is a PERENNIAL. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Uses Description,"Root - raw or cooked[257]. A sweet flavour, they are eaten by children[257]. The plant is eaten as greens[257]."
18,Medicinal Uses,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.An infusion of the plant has been drunk and used as a lotion in the treatment of wounds[257].
20,Other Uses,
21,Other Uses Description,None known
22,Cultivation Details,
23,Cultivation Details Description,"216086 For polyculture design as well as the above-ground architecture (form - tree, shrub etc. and size shown above) information on the habit and root pattern is also useful and given here if available. The plant growth habit is a clumper with limited spread [1-2]. The root pattern is a tap root similar to a carrot going directly down [1-2]."
24,Plant Propagation,
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
