,Attributes,Description
0,Latin Name,Commersonia fraseri
1,Common Name,Brush Kurrajong
2,Family,Sterculiaceae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,"River banks, near rainforests, on more fertile cleared land[265]."
6,Range,"Australia - Victoria, New South Wales and Queensland."
7,Edibility Rating,(0 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG"
13,Summary,
14,Physical Characteristics,"Commersonia fraseri is a SHRUB growing to 6 m (19ft 8in). The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Woodland Garden Sunny Edge;
17,Edible Uses Description,None known
18,Medicinal Uses,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
20,Other Uses,
21,Other Uses Description,"The fibrous bark is used for making cordage, netting, weaving etc[154]. The plant is used to make a screening hedge in Australia[154]."
22,Cultivation Details,
23,Cultivation Details Description,"This species is hardy to about -7° c in Australian gardens, though this cannot be translated as hardiness in British gardens due to our cooler summers and longer, colder and wetter winters[154]. Plants are shade-tolerant in Australia[154]. 154"
24,Plant Propagation,
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
