,Attributes,Description,age
0,Latin Name,Agave chrysantha,
1,Common Name,Golden-flowered Agave,
2,Family,Asparagaceae,
3,USDA hardiness,9-11,
4,Known Hazards,"Many Agave species have strong, sharp spines on the leaves and leaf tips. In theory at least, the flowers, nectar, immature flowering stem and the centre of the rosette of all Agave species is edible and, with proper preparation, can provide a sweet, tasty foodstuff. Some species, however, contain relatively high levels of saponins (which makes them taste bitter) and some other compounds which can cause bellyache, and so these would only be eaten in times of desperation. In addition, many people may find these foods to be strongly laxative the first few times they eat them[1846 ].",
5,Habitats,"Pinon-juniper and oak woodlands, grasslands and desert scrub, generally in open habitats on a variety of substrates including calciferous and sandy soils, and soils derived from granite and basalt; at elevations from 700 - 2,100 metres",
6,Range,Southwestern N. America - central and southeast Arizona,
7,Edibility Rating,(2 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Agave_chrysantha.jpg, https://pfaf.org/../Admin/PlantImages/Agave_chrysantha2.jpg",
13,Summary,"Agave chrysantha is an evergreen, stemless, succulent plant forming a rosette of leaves that can be 50 - 120cm tall and 80 - 100cm in diameter. The leaves on mature plants can each be 40 - 75cm long and 8 - 10cm wide near the base. After several years of growth, a flowering stem that can be around 4 - 7 metres tall is produced, after which the rosette will die. The plant occasionally produces a number of young plants around its base that will develop as new plants[1844 ]. An important traditional source of food, medicines and materials for the native people, the plant is harvested from the wild for local use. It is grown as an ornamental in gardens[338 ]. Agave chrysantha is fairly widely distributed, occurs in relatively large subpopulations and even though there are threats in parts of its range, it occurs in some protected areas and the overall population seems stable. The plant is classified as 'Least Concern' in the IUCN Red List of Threatened Species(2013)[338 ]. The Agave genus, belonging to the Asparagus family (Asparagaceae), includes various species such as Goldenflower Agave, Desert Agave, Palmer’s Agave, Parry’s Agave, and Utah Agave. These plants are historically significant as food sources for Native Americans, who consumed their caudices (crowns, heads, or hearts), flower stalks, flower buds, flowers, and seeds. While these parts are edible, extensive preparation is needed to reduce saponins and irritating soap-like compounds in all of the agave—traditional preparation involves baking the parts in fire pits, enhancing their flavour and texture. The crowns and flower stalks are the most valuable, often baked and consumed immediately or stored for later use. Agave syrup can also be made from the baked crowns.Agave flowers and seeds are generally not suitable for consumption due to their acrid taste and the presence of potentially harmful compounds. Dislodging agave plants and removing their leaves is labour-intensive, requiring tools like a sharp axe. Agave blooms in late spring to early summer, and its flowers, while not ideal for human consumption, play an essential role in the ecosystem, supporting wildlife. Some agave species are protected, and their collection may be restricted to ensure conservation [2-3].",
14,Physical Characteristics,"Agave chrysantha is an evergreen Perennial growing to 1 m (3ft 3in) by 1 m (3ft 3in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 10. The flowers are pollinated by Bees, Moths. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought.",
15,Synonyms,A. palmeri chrysantha (Peebles) Little,
16,Plant Habitats,,
17,Edible Uses Description,"This species was an important traditional source of food and beverages[338 ]. We have no specific information for this species, but it belongs to a section of the genus Agave (the Ditepalae) that are defined in part by their low content of sapogenins and therefore sweeter flesh that is suitable for use as food[1850 ]. In particular, the heart of the rosette, after the roots and leaves have been removed, can be slow-baked for several hours This will convert much of the carbohydrates into sugars and the heart can then be eaten, converted into a distilled liquor (mezcal), dried for later use etc. The best species have a very sweet, syrup-like flavour[1846 ]. The slow-baked leaf bases are also edible, but very fibrous. They are chewed for their sweet flavour, and the fibrous remains spat out[1846 ]. In addition, the young flowering stem can also be cooked and eaten - it has a sweet flavour, though it can be rather fibrous. The flower buds and the flowers can also be cooked and eaten. Many Agave species produce copius nectar when flowering, and this was sometimes collected and drunk. Although sweet, it can be rather nauseus, but improves if it is boiled and the froth skimmed off[1846 ]. A warning to newcomers to these foods, however - many people find Agaves to be strongly laxative the first few times they eat them[1846 ]. Parts Used: Caudices (crowns, heads, or hearts), flower stalks, flower buds, flowers, and seeds. Preparation: Extensive preparation is often required. Cooking reduces saponins (irritating soap-like compounds). Harvesting: Crowns can be gathered anytime, traditionally, when flower stalks emerge. Flower stalks are best gathered when they first appear (April to June), while still soft. Traditional Method: Native Americans baked agave flower stalks and crowns in fire pits overnight. Baked parts can be consumed immediately or stored for future use. Agave syrup is made by boiling baked crowns with water [2-3].",
18,Medicinal Uses,,
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.This species was an important traditional source of medicine[338 ],
20,Other Uses,,
21,Other Uses Description,"This species was an important traditional source of fibre[338 ] and musical instruments[338 ]. The fibre from the leaves was used traditionally to make a wide range of items including hunting nets, baskets, rope and sandals[1850 ]. Evidence suggests infrequent modern use of spent flower stalks for landscaping/ornamental purposes and less frequently, for musical instruments (digeridoos)[338 ].",
22,Cultivation Details,,
23,Cultivation Details Description,"Agave species are found mainly in the arid and semi-arid regions of southwestern N. America, especially in Mexico. Many species can withstand at least a few degrees of frost and will succeed outdoors in warm temperate climates, but only in drier regions and where soils are very well-drained. Agave species generally require a sunny position, succeeding in most soils of medium fertility so long as they are very well-drained. Most species are undemanding about the soil pH, though those found in the wild on limestone soils will grow better in neutral to alkaline conditions. Plants are generally very tolerant of dry conditions and drought[200 ]. Most Agave species are monocarpic, individual rosettes living for several years without flowering before sending up an often very large flowering stem and then dying after flowering and setting seed. This species, however, sometimes produces several new rosettes from suckers or offsets during its lifespan, and these new plants will continue to grow after the death of the parent plant. Individual plants take about 7 - 15 years in their native habitat, considerably longer in colder climates, before flowering[11 ]. Members of this genus are rarely troubled by browsing deer[233 ]. Bloom Time: Late spring to early summer. Wildlife: Flowers are better left for wildlife as they contain acrid compounds, making them unpalatable for human consumption. Environmental Impact: Some species are protected, so gathering may be restricted in certain areas [2-3]. Challenges: Dislodging an agave is difficult and requires tools like a sharp axe. Preparation: Removing leaves to access crowns is challenging due to their toughness and spines  [2-3].",
