,Attributes,Description
0,Latin Name,Agoseris aurantiaca
1,Common Name,"Mountain Dandelion, Orange agoseris"
2,Family,Asteraceae or Compositae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,Meadows and woods from moderate to high elevations[60].
6,Range,Western N. America from Canada to California.
7,Edibility Rating,(2 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AgoserisAurantiaca.jpg, https://pfaf.org/../Admin/PlantImages/AgoserisAurantiaca2.jpg"
13,Summary,
14,Physical Characteristics,"Agoseris aurantiaca is a PERENNIAL growing to 0.6 m (2ft).  It is in flower from July to August, and the seeds ripen from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,Macrorhynchus troximoides. Troxicum aurantiacum.
16,Plant Habitats,Woodland Garden Sunny Edge;
17,Edible Parts,Leaves: 
18,Edible Uses,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.
19,Edible Uses Description,"Leaves - cooked as a spinach[46, 61, 105, 161, 177]. The root juice has been used as a chewing gum[257]."
20,Medicinal Uses,Vulnerary: Promotes the healing of wounds.
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.VulneraryA cold infusion of the plant is used as a lotion for treating wounds[257]. The wet leaves were rubbed onto swollen arms, wrists or ankles[257]."
22,Other Uses,"Gum: Gums have a wide range of uses, especially as stabilizers, emulsifiers, thickening agents, adhesives etc."
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"Prefers full sun and a sandy loam low in nutrients[133, 200]."
26,Plant Propagation,"Seed - sow spring in a greenhouse. The seed usually germinates in 2 - 6 weeks at 15°c[133]. As soon as the seedlings are large enough to handle, prick them out into individual pots and plant them out in the summer or late in the following spring. Division with care in spring[200]. The plants do not like a lot of root disturbance so it is best to pot up the divisions and keep them in a cold frame or greenhouse until they are established."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
