,Attributes,Description
0,Latin Name,Crotalaria sessiliflora
1,Common Name,
2,Family,Fabaceae or Leguminosae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,Grassy places in lowland areas of central and southern Japan[58]. Open grassy places at elevations of 200 - 2800 metres in Nepal[272].
6,Range,"E. Asia - China, Japan, Korea and Manchuria."
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG"
13,Summary,
14,Physical Characteristics,"Crotalaria sessiliflora is a ANNUAL growing to 0.6 m (2ft).  It is in flower from September to October. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,C. eriantha.
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans.,Seedpod: things such as Okra, French and Runner beans."
18,Edible Uses,
19,Edible Uses Description,Pods and seeds - cooked[177].
20,Medicinal Uses,"Depurative: Eliminates toxins and purifies the system, especially the blood.,Salve: Soothes and heals damaged skin."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Depurative  SalveSalve[147]. A paste of the plant is applied as a poultice to treat headaches[272]. The plant is used as a detoxifier of toxins such as DDT, arsenic, poisonous mushrooms etc[147]."
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,None known
26,Plant Propagation,Seed -
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
