,Attributes,Description
0,Latin Name,Anthyllis vulneraria
1,Common Name,Kidney Vetch
2,Family,Fabaceae or Leguminosae
3,USDA hardiness,6-9
4,Known Hazards,None known
5,Habitats,"Dry situations on sea cliffs, stony rocks and shingle, usually on shallow calcareous soils[9, 13, 17]."
6,Range,"Most of Europe, including Britain, south and east to the Caucasus and N. Africa."
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AnthyllisVulneraria.jpg, https://pfaf.org/../Admin/PlantImages/AnthyllisVulneraria2.jpg"
13,Summary,
14,Physical Characteristics,"Anthyllis vulneraria is a PERENNIAL growing to 0.2 m (0ft 8in) by 0.6 m (2ft).  See above for USDA hardiness. It is hardy to UK zone 7 and is not frost tender.  It is in flower from June to September, and the seeds ripen from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, Lepidoptera (Moths & Butterflies). It can fix Nitrogen. It is noted for attracting wildlife.  Suitable for: light (sandy) and medium (loamy) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought. The plant can tolerate maritime exposure."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,The dried flower heads are a tea substitute[9].
20,Medicinal Uses,"Antiemetic: Prevents vomiting.,Antitussive: Prevents or relieves coughing.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Vulnerary: Promotes the healing of wounds."
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiemetic  Antitussive  Astringent  Laxative  VulneraryThe roots leaves and flowers are antitussive, astringent, laxative and vulnerary[7, 9, 13, 21]. This plant is an ancient remedy for skin eruptions, slow-healing wounds, minor wounds, cuts and bruises, it is applied externally[9]. Internally, it is used as a treatment for constipation and as a spring tonic[9]. The plant can be used fresh in the growing season, or harvested when in flower and dried for later use[9]."
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"Prefers a sunny position[200] and an alkaline soil[7, 13, 17, 21]. Tolerates a pH in the range 4.8 to 8. Prefers a sandy loam[1, 7]. Thrives in poor soils[200]. A rich food source for bees, butterflies and caterpillars[200]. This species has a symbiotic relationship with certain soil bacteria, these bacteria form nodules on the roots and fix atmospheric nitrogen. Some of this nitrogen is utilized by the growing plant but some can also be used by other plants growing nearby[200]."
26,Plant Propagation,"Seed - sow spring or autumn in a cold frame. If there is sufficient seed it can be sown outdoors in situ. Pre-soak the seed for about 12 hrs or scarify the seed[134]. It usually germinates in 1 -2 months at 10°c[134]. When large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. Division in spring or autumn[200]."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
