,Attributes,Description,age
0,Latin Name,Nelumbo nucifera,
1,Common Name,"Sacred Water Lotus, Sacred lotus",
2,Family,Nelumbonaceae,
3,USDA hardiness,4-8,
4,Known Hazards,None known,
5,Habitats,Found in large lakes to 1400 metres in the Himalayas[51].,
6,Range,"Western. Asia from Iran eastwards to China, Japan and Australia.",
7,Edibility Rating,(4 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Fully Hardy,Water Plants,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/NelumboNucifera2.jpg, https://pfaf.org/../Admin/PlantImages/NelumboNucifera3.jpg",
13,Summary,,
14,Physical Characteristics,"Nelumbo nucifera is a PERENNIAL growing to 1 m (3ft 3in) by 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects, beetles.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It can grow in water.",
15,Synonyms,Nelumbium speciosum,
16,Plant Habitats,Pond;,
17,Edible Parts,"Flowers: ,Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Seed: includes nuts, cereals, peas and beans.,Stem: this often intergrades into leaves.",
18,Edible Uses,Coffee: the various substitutes that can be used instead of coffee.,
19,Edible Uses Description,"Root - cooked as a vegetable[1, 46, 61, 272]. It is also a source of starch or arrowroot[2, 61]. Much used and relished in Chinese cooking, the root has a mild flavour[178] and a crisp texture[206]. It can be cooked with other vegetables, soaked in syrup or pickled in vinegar[264]. The root contains about 1.7% protein, 0.1% fat, 9.7% carbohydrate, 1.1% ash[179]. Young leaves - cooked or raw[46, 61, 117, 183]. Used as a vegetable[272]. The leaves can also be used to wrap small parcels of food before cooking them[264]. Stems - cooked. A taste somewhat like beet[2, 105]. They are usually peeled before use[193]. Seed - raw or cooked[1, 46, 51, 183, 272]. A delicate flavour[2]. The seed can be popped like popcorn, ground into a powder and used in making bread or eaten dry[183]. The bitter tasting embryo is often removed[116, 117]. The seed contains about 15.9% protein, 2.8% fat, 70% carbohydrate, 3.9% ash[179]. The roasted seed is a coffee substitute[183]. Petals can be floated in soups or used as a garnish[183]. The stamens are used to flavour tea[183].",
20,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Cancer: Used in the treatment of cancer.,Cardiotonic: A tonic for the heart.,Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Febrifuge: Reduces fevers.,Hypotensive: Reduces blood pressure, it is used in the treatment of high blood pressure,Miscellany: Various medicinal actions that need more clarification.,Miscellany: Various medicinal actions that need more clarification.,Resolvent: Breaks down tumors. This might be placed under antitumor.,Stomachic: Aids and improves the action of the stomach.,Styptic: An astringent that stops bleeding by contracting the blood vessels.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Urinary: Treats urinary problems, including urinary tract infection (UTI).,Vasodilator: Widens the blood vessels, thereby reducing blood pressure.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antidiarrhoeal  Astringent  Cancer  Cardiotonic  Dysentery  Febrifuge  Hypotensive  Miscellany  Miscellany  Resolvent  Stomachic  Styptic  Tonic  Urinary  VasodilatorThe Sacred water lotus has been used in the Orient as a medicinal herb for well over 1,500 years[238]. All parts of the plant are used, they are astringent, cardiotonic, febrifuge, hypotensive, resolvent, stomachic, styptic, tonic and vasodilator[116, 147, 152, 176, 238, 240]. The leaf juice is used in the treatment of diarrhoea and is decocted with liquorice (Glycyrrhiza spp) for the treatment of sunstroke[218]. A decoction of the flowers is used in the treatment of premature ejaculation[218]. The flowers are recommended as a cardiac tonic[240]. A decoction of the floral receptacle is used in the treatment of abdominal cramps, bloody discharges etc[218]. The flower stalk is haemostatic[176]. It is used in treating bleeding gastric ulcers, excessive menstruation, post-partum haemorrhage[238]. The stamens are used in treating urinary frequency, premature ejaculation, haemolysis, epistasis and uterine bleeding[176, 238]. A decoction of the fruit is used in the treatment of agitation, fever, heart complaints etc[218]. The seed contains several medically active constituents, including alkaloids and flavonoids[279]. It is hypotensive, sedative and vasodilator[176, 279]. The seed has been shown to lower cholesterol levels and to relax the smooth muscle of the uterus[279]. It is used in the treatment of poor digestion, enteritis, chronic diarrhoea, spermatorrhoea, leukorrhoea, insomnia, palpitations etc[176, 218, 238, 279]. The plumule and radicle are used to treat thirst in high febrile disease, hypertension, insomnia and restlessness[176, 238]. The root is tonic[218]. The root starch is used in the treatment of diarrhoea, dysentery etc, a paste is applied to ringworm and other skin ailments[218]. It is also taken internally in the treatment of haemorrhages, excessive menstruation and nosebleeds[238]. The roots are harvested in autumn or winter and dried for later use[238]. The root nodes are used in the treatment of nasal bleeding, haemoptysis, haematuria and functional bleeding of the uterus[176]. The plant has a folk history in the treatment of cancer, modern research has isolated certain compounds from the plant that show anticancer activity[218].",
22,Other Uses,"Miscellany: A rag-bag of items that are difficult to categorise.,Miscellany: A rag-bag of items that are difficult to categorise.",
23,Other Uses Description,The leaves are used as plates for eating food off[272].,
24,Cultivation Details,"Minor Global Crop: These crops are already grown or traded around the world, but on a smaller scale than the global perennial staple and industrial crops, The annual value of a minor global crop is under $1 billion US. Examples include shea, carob, Brazil nuts and fibers such as ramie and sisal.,Staple Crop: Balanced carb: (0-15 percent protein, 0-15 percent oil, with at least one over 5 percent). The carbohydrates are from either starch or sugar. Annuals include maize, wheat, rice, and potato. Perennials include chestnuts, carob, perennial fruits, nuts, cereals, pseudocereals, woody pods, and acorns.",
