,Attributes,Description,age
0,Latin Name,Euclea divinorum,
1,Common Name,Magic Guarri,
2,Family,Ebenaceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,"Grassland with scattered trees and open bushland, often on termite mounds, but also in secondary forest, margins of evergreen forest and on stony slopes, from sea-level up to elevations of 2,700 metres[ 299 ].",
6,Range,"Eastern and southern Africa - Ethiopia and Kenya, south to Angola, Mozambique and S. Africa.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(4 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Euclea-divinorum.jpg, https://pfaf.org/../Admin/PlantImages/Euclea-divinorum-2.jpg",
13,Summary,"Euclea divinorum or commonly known as Magic Guarri or Diamond-leaved Euclea is a tropical small tree or shrub growing up to 6 - 18 m tall found in eastern and southern Africa. It often branches from the base. The bark is grey and smooth but becomes cracked as the tree gets old. The leaves are leathery grey green, with wavy edges. The flowers are cup-shaped, small, and cream in colour. The fruits are taken as a mild laxative. Root extracts and dried powdered roots are used for the treatment of gastro-intestinal disturbances, cancer, miscarriage, jaundice, ulcers, leprosy, wounds, arthritis, snakebites, headache, toothache, and gonorrhoea. Other plant parts and forms are used for various illnesses as well like diarrhoea, anaemia, etc. Bark infusion is used as a condiment in soup preparation. The fruit, particularly the thin fleshy part, can be eaten but not very palatable. The roots are used in the fermentation process to make beer. Magic Cuarri is highly tolerant to high arsenic in soil thus it can be used in the reclamation of gold mine pit wastes. The bark contains tannins which can be used to produce dyes. The roots and fruits are used in dyeing as well. The wood is used for building poles, tool handles, spoons, carving, and for fuel.",
14,Physical Characteristics,"Euclea divinorum is an evergreen Tree growing to 8 m (26ft) by 8 m (26ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10. The plant is not self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,Embelia oleifolia S.Moore Euclea huillensis Gürke Euclea katangensis De Wild. Euclea keniensis R.E.F,
16,Plant Habitats,,
17,Edible Parts,"Fruit: ,Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.",
18,Edible Uses,"Inner bark: the bark that is found just beneath the tough outer bark of trees and shrubs.,Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Salt: plants that provide a substitute for salt.",
19,Edible Uses Description,"eaves. Bark. Root. An infusion of the bark is used as a condiment in the preparation of soup[ 299 ]. The thin fleshy part of the fruits is edible, but not very palatable[ 299 ] The roots are applied in the fermentation process to make beer[ 299 ]. The leaves are considered an appetiser. They are also burnt to produce plant ash as an edible salt. It is a famine food.",
20,Medicinal Uses,"Antiarthritic: Treats arthritis.,Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Cancer: Used in the treatment of cancer.,Disinfectant: Used for cleaning wounds.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Leprosy: Used to treat leprosy - a chronic bacterial infection of the skin and superficial nerves (in the skin) caused by Mycobacterium leprae.,Odontalgic: Treats toothache (temporary measure only) and other problems of the teeth and gums.,Purgative: A drastic laxative causing a cleansing or watery evacuation of the bowels, usually with a griping pain.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiarthritic  Antidiarrhoeal  Cancer  Disinfectant  Laxative  Leprosy  Odontalgic  Purgative  TonicThe fruits are taken as a mild laxative, but can have a strong purgative action[ 299 ]. In traditional medicine the root extracts and dried powdered roots are used both internally and externally. Taken internally, they are used for the treatment of gastro-intestinal disturbances, cancer, miscarriage and jaundice[ 299 ]. They are applied externally to treat ulcers, leprosy, wounds, arthritis, snakebites, headache, toothache and gonorrhoea[ 299 ]. The fruits, bark and roots are used as a purgative (in soup) also as a tonic for anaemia[ 364 ]. The leaves are used to treat diarrhoea[ 364 ]. Research on the root-bark has isolated several compounds in the roots and rootbark. These include triterpenoids, naphthoquinones and napthoquinone dimers and trimers: 7-methyljuglone (juglone being the main colorant in walnuts, Juglans species), isodiospyrin, and flavonoids[ 299 ]. One of the triterpenoid compounds and 7-methyljuglone showed cytotoxicity, the latter against a wider range of cell lines than the former[ 299 ]. Chemical investigation of the aerial parts of the plant resulted in the isolation of 4 flavonoid compounds: (+)-catechin, glycosides of aromadendrin, quercetin and myricetin[ 299 ].",
22,Other Uses,"Cosmetic: Used to improve the physical appearence of a person.,Disinfectant: Plants used for disinfecting.,Dye: Plants that provide dyes.,Filter: Used to strain out particles from liquids.,Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Soil reclamation: Plants that can be grown in such circumstances an the spoil tips of mines in order to restore fertility.,Tannin: An astringent substance obtaied from plants, it is used medicinally, as a dye and mordant, stabilizer in pesticide etc.,Teeth: Plants used to clean and care for the teeth.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
