,Attributes,Description
0,Latin Name,Lonicera affinis
1,Common Name,
2,Family,Caprifoliaceae
3,USDA hardiness,5-9
4,Known Hazards,None known
5,Habitats,"In thickets or edges of forests, mainly in warm coastal areas at elevations of 10 - 800 metres[275]."
6,Range,"E. Asia - China, C. and S. Japan."
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG"
13,Summary,
14,Physical Characteristics,"Lonicera affinis is an evergreen Climber growing to 7 m (23ft).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from May to July. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,L. buergeriana.
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge;
17,Edible Parts,"Flowers: ,Fruit: "
18,Edible Uses,
19,Edible Uses Description,Fruit[177]. No more details are given. The fruit is about 7mm in diameter[200]. Flowers. Used as a flavouring in drinks[177].
20,Medicinal Uses,Skin: Plants used in miscellaneous treatments for the skin.
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.SkinA tea made from the flowers and leaves is used to treat rashes and boils[218].
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"Prefers a good moist soil with its roots in the shade and its top growing into the light[200]. A climbing plant, supporting itself by twining around other plants[219]."
26,Plant Propagation,"Seed - best sown as soon as it is ripe in a cold frame. Stored seed requires 2 months cold stratification[113] and should be sown as soon as possible in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Cuttings of half-ripe wood, 7 - 10cm with or without a heel, July/August in a frame. Good percentage[78]. Cuttings of mature wood of the current season's growth, 15 - 20cm with or without a heel, November in a cold frame. Good percentage[78]. Layering in autumn[200]."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
