,Attributes,Description
0,Latin Name,Panicum capillare
1,Common Name,"Old Witch Grass, Witchgrass"
2,Family,Poaceae or Gramineae
3,USDA hardiness,4-8
4,Known Hazards,None known
5,Habitats,Open sandy or stony soil or cultivated land in N. America[43]. An occasional abundant weed of carrot crops in E. Anglia[17].
6,Range,"N. America - Nova Scotia to North Dakota, south to Florida and Texas. An occasional weed in Britain."
7,Edibility Rating,(2 of 5)
8,Other Uses,(1 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PanicumCapillare.jpg, https://pfaf.org/../Admin/PlantImages/PanicumCapillare2.jpg"
13,Summary,
14,Physical Characteristics,"Panicum capillare is a ANNUAL growing to 0.6 m (2ft) by 0.3 m (1ft in).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from August to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,
19,Edible Uses Description,"Seed - cooked whole or ground into a powder and used as a flour[257]. It is often mixed with corn[[161, 177]. The seed is very small and fiddly to use, it has a mild flavour and can be used like millet[K]. In the wild, the seed stem breaks off when the seed is ripe and then blows away in the wind, scattering the seed[236]."
20,Medicinal Uses,Emetic: Induces vomiting.
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.EmeticAn infusion of the leaves has been used as an emetic[257]. An infusion of the plant has been used as a reducing aid when dieting[257].
22,Other Uses,Broom: Used for sweeping the floor etc.
23,Other Uses Description,The grass can be made into brooms[257].
24,Cultivation Details,
25,Cultivation Details Description,Requires a moderately fertile well-drained soil in full sun[200].
26,Plant Propagation,"Seed - sow spring in a greenhouse and only just cover the seed. Germination should take place within a week. Prick out the seedlings into trays or individual pots and plant them out after the last expected frosts[200, K]."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
