,Attributes,Description,age
0,Latin Name,Cleome viscosa,
1,Common Name,"Tickweed, Asian spiderflower",
2,Family,Capparidaceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,Sandy and freely draining soils in open woodland scrub and on scree slopes in dry areas[200].,
6,Range,Pantropical.,
7,Edibility Rating,(2 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CleomeViscosa.gif, https://pfaf.org/../Admin/PlantImages/CleomeViscosa2.gif",
13,Summary,,
14,Physical Characteristics,"Cleome viscosa is a ANNUAL growing to 1.5 m (5ft).  It is frost tender. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Leaves: ,Shoots: ",
18,Edible Uses,"Oil: Oil,Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Oil: ",
19,Edible Uses Description,"eaves and young shoots - cooked as a vegetable[272]. A sharp mustard-like flavour[183]. The pungent seed can be pickled or used as a mustard substitute in curries[183, 272]. The seedpods are made into pickles[183]. The juice of the plant is used as a condiment[183]. An oil obtained from the seeds is used for cooking[272].",
20,Medicinal Uses,"Anthelmintic: Expels parasites from the gut.,Carminative: Reduces flatulence and expels gas from the intestines.,Diaphoretic: Induces perspiration.,Rubefacient: A counter-irritant and external stimulant, it produces inflammation and redness of the skin.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anthelmintic  Carminative  Diaphoretic  Rubefacient  StimulantThe leaves are diaphoretic, rubefacient and vesicant[240]. They are used as an external application to wounds and ulcers[240]. The juice of the leaves has been used to relieve earache[240]. The seeds are anthelmintic, carminative, rubefacient, stimulant and vesicant[240, 272]. The seed contains 0.1% viscosic acid and 0.04% viscosin[240]. A paste of the root is applied externally in the treatment of earaches[272].",
22,Other Uses,"Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.",
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"Prefers a light fertile soil in a warm dry sunny position with plenty of room to spread[200]. A frost tender plant, it can be grown as a summer annual in Britain[200].",
26,Plant Propagation,"Seed - surface sow or only lightly cover the seed in spring in a greenhouse[164]. The seed usually germinates in 5 - 14 days at 25°c[164]. When large enough to handle, prick the seedlings out into individual pots and plant them out in late spring. Day time temperatures below 20°c depress germination but a night time fall to 20° is necessary[164].",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
