,Attributes,Description
0,Latin Name,Willughbeia coriacea
1,Common Name,"Heaven fruit, Borneo rubber, Akar gerit-gerit besi"
2,Family,Apocynaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,"Tropical, Sub-Tropical, Monsoonal. Terrestrial habitat (Primary Rainforest; Secondary Rainforest; Freshwater Swamp Forest)"
6,Range,"Southeast Asia - Peninsula Thailand, Malaysia, Indonesia."
7,Edibility Rating,(2 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Tender,Moist Soil,Wet Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Willughbeia_coriacea1.JPEG, https://pfaf.org/../Admin/PlantImages/Willughbeia_coriacea2.JPEG"
13,Summary,
14,Physical Characteristics,"Willughbeia coriacea is an evergreen Climber growing to 30 m (98ft) by 0.2 m (0ft 8in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil."
15,Synonyms,Ancylocladus coriaceus (Wall.) Kuntze Ancylocladus firmus (Blume) Kuntze Ancylocladus minutiflorus Pierre Ancylocladus nodosus Pierre Ancylocladus vriesianus Pierre Tabernaemontana macrocarpa Korth. ex Blume Willughbeia burbidgei Dyer Willughbeia firma Blume Willughbeia minutiflora (Pierre) K.Schum Willughbeia nodosa (Pierre) K.Schum Willughbeia vrieseana (Pierre) K.Schum
16,Plant Habitats,
17,Edible Parts,Fruit: 
18,Edible Uses,
19,Edible Uses Description,Fruit[317 ].
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.The latex is used medicinally[317 ].
22,Other Uses,
23,Other Uses Description,A latex obtained from the plant makes a good quality rubber[46 ].
24,Cultivation Details,"Industrial Crop: Hydrocarbon: Materials, chemicals and energy include bioplastics, rubber, biomass products gasoline, jet fuel, diesel, butane, propane, biogas. Plants are usually resprouting plants and saps.,Management: Standard: Plants grow to their standard height. Harvest fruit, seeds, or other products. Non-Destructive management systems.,Regional Crop: These crops have been domesticated and cultivated regionally but have not been adopted elsewhere and are typically not traded globally, Examples in this broad category include perennial cottons and many nuts and staple fruits."
25,Cultivation Details Description,Industrial Crop: Hydrocarbon  Management: Standard  Regional CropHumid tropics. Before the introduction of Hevea brasiliensis as the main source of rubber W. coriacea was cultivated in plantations to produce a high quality rubber.
26,Plant Propagation,Seed
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
