,Attributes,Description,age
0,Latin Name,Alternanthera sissoo,
1,Common Name,"Brazilian Spinach, Sambu, Samba lettuce",
2,Family,Amaranthaceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,Not known,
6,Range,S. America - Brazil.,
7,Edibility Rating,(4 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Tender,Moist Soil,Full shade,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Alternanthera sissoo.png, https://pfaf.org/../Admin/PlantImages/Alternanthera sissoo2.png",
13,Summary,"Also known as Sissoo spinach, Brazilian spinach or Alternanthera sissoo, is commonly known as ground cover due to its fast-growing characteristic. Its leaves are edible, usually cooked by steaming or boiling and eaten as spinach. It grows about 30 cm high, prefers 50% or more shade, and can tolerate a wide range of pH soil conditions. Cultivation is through stem cuttings by simple layering. Other common name is Sambu or Samba lettuce.",
14,Physical Characteristics,"Alternanthera sissoo is an evergreen Perennial growing to 0.4 m (1ft 4in) by 0.4 m (1ft 4in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,None Known,
16,Plant Habitats,,
17,Edible Parts,"Leaves: ,Shoots: ",
18,Edible Uses,,
19,Edible Uses Description,Leaves - cooked and used as a spinach[ 298 ]. The shoots are harvested when 15 - 25cm long - frequent harvesting stimulates new growth and increases overall yields[ 298 ].,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,"Other uses rating: Good (3/5). Agroforestry Uses: A fast-growing, weed-excluding ground cover plant. Barrier.",
24,Cultivation Details,,
25,Cultivation Details Description,"Plants can thrive in 50% or more shade. Prefers a well-drained soil with a high organic content[ 298 ]. A fast-growing, spreading plant, but it does not produce seed and is not considered to be invasive. The plant can suffer severe insect damage to the leaves in some areas[ 298 ].",
26,Plant Propagation,Seed is not produced. Cuttings - very easy.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
