,Attributes,Description,age
0,Latin Name,Viguiera multiflora,
1,Common Name,Goldeneye,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,9-11,
4,Known Hazards,None known,
5,Habitats,"Dry open areas on foothills and mountains, well up towards the timberline[212]. Yellow pine, aspen and spruce belts.",
6,Range,"South-western N. America - New Mexico, Utah, Nevada and California.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Tender,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ViguieraMultiflora.jpg, https://pfaf.org/../Admin/PlantImages/ViguieraMultiflora2.jpg",
13,Summary,,
14,Physical Characteristics,"Viguiera multiflora is a PERENNIAL growing to 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 10.  It is in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,Gymnolomia multiflora. A.Nels. Heliomeris multiflora.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,,
19,Edible Uses Description,Seed[161]. No further details are given.,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"Requires a sunny position, succeeding in most soils[1]. This species is not very hardy in Britain, though it can be grown here as a spring-sown annual[200].",
26,Plant Propagation,"Seed - sow spring in a greenhouse. When they are large enough to handle, prick the seedlings out into individual pots and plant then out after the last expected frosts.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
