,Attributes,Description
0,Latin Name,Rudbeckia hirta
1,Common Name,"Black Eyed Susan, Coneflower, Gloriosa Daisy, Marguerite Jaune"
2,Family,Asteraceae or Compositae
3,USDA hardiness,4-9
4,Known Hazards,"This plant is reputed to be poisonous to cattle, sheep and pigs[155]."
5,Habitats,Disturbed soils in Texas[274].
6,Range,N. America. An occasional garden escape in Britain[17].
7,Edibility Rating,(0 of 5)
8,Other Uses,(1 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/RudbeckiaHirta.jpg, https://pfaf.org/../Admin/PlantImages/RudbeckiaHirta2.jpg"
13,Summary,"Bloom Color: Orange, Red, Yellow. Main Bloom Time: Early fall, Late summer, Mid summer. Form: Upright or erect."
14,Physical Characteristics,"Rudbeckia hirta is a BIENNIAL/PERENNIAL growing to 2 m (6ft) by 0.5 m (1ft 8in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 4.  It is in flower from July to October, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, hoverflies.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,
16,Plant Habitats,Cultivated Beds;
17,Edible Uses Description,None known
18,Medicinal Uses,
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.An infusion of the roots has been used in the treatment of colds, dropsy and worms in children[257]. A warm infusion of the root has been used as a wash on sores and snake bites[257]. The ooze from the roots has been used as drops to treat earaches[257]."
20,Other Uses,
21,Other Uses Description,A yellow dye is obtained from the flowers[257].
22,Cultivation Details,
23,Cultivation Details Description,"Landscape Uses:Border, Container, Foundation, Specimen. Succeeds in an ordinary medium soil in sun or shade[111]. Requires a moist soil[1]. Prefers a well-drained soil[188]. Dormant plants are hardy to about -25°c[187]. This species is a biennial or short-lived perennial[200]. Some named forms have been selected for their ornamental value[200]. Members of this genus are rarely if ever troubled by browsing deer[233]. Special Features:North American native, Naturalizing, All or parts of this plant are poisonous, Attracts butterflies, Suitable for cut flowers."
24,Plant Propagation,"Seed - sow April in a greenhouse. Only just cover the seed. Germination should take place within 2 weeks, prick out the seedlings into individual pots when they are large enough to handle and plant them out in the summer[K]. The seed can also be sown in situ[111]."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
