,Attributes,Description,age
0,Latin Name,Adansonia digitata,
1,Common Name,"Baobab, Judas Fruit, Monkey Bread Tree",
2,Family,Malvaceae,
3,USDA hardiness,10-12,
4,Known Hazards,The bark is boiled for days to extract a substance poisonous to ants[303 ].,
5,Habitats,"Characteristic of thorn woodlands of the African savannahs, which are characterized by low elevations with 4 - 10 dry months a year split into 1 or 2 periods[303 ].",
6,Range,"Tropical Africa - Mauritania to Sudan, south to Angola and Tanzania.",
7,Edibility Rating,(3 of 5),
8,Other Uses,(4 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Adansonia-digitata-L.jpg, https://pfaf.org/../Admin/PlantImages/Baobob_tree_Adansonia_digitata.jpg",
13,Summary,"Adansonia digitata are large deciduous trees with a large thick trunk (possibly the thickest in the world) that is thick-boled (bottle-shaped) reach a diameter of 10-14 m (33-46 ft). The common name baobab is derived from Arabic meaning ""father of many seeds?. Usually solitary individuals surviving well in dry climates and tolerating fire. They can reveal the presence of a watercourse from a distance. It is a very important plant with edible, medicinal and other excellent uses. Growth rate will be determined by ground water or rainfall.  Possible maximum age suggested is 1,500 years old. All baobab trees are deciduous, losing their leaves in the dry season, and remains leafless for nine months of the year.Baobabs flowers in mid winter with large, pendulous, heavy white flowers with a very large number of purple stamens. The indehiscent fruit are large, egg-shaped capsules filled with pulp that dries, hardens, and falls to pieces which look like chunks of powdery, dry bread.",
14,Physical Characteristics,"Adansonia digitata is a deciduous Tree growing to 20 m (65ft) by 15 m (49ft) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 10 and is frost tender. The flowers are pollinated by Bats, Bush Babies, Insects. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought. The plant is not wind tolerant.",
15,Synonyms,Adansonia bahobab L. Adansonia baobab Gaertn. Adansonia integrifolia Raf. Adansonia scutula Steud. A,
16,Plant Habitats,,
17,Edible Parts,"Flowers: ,Fruit: ,Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Seed: includes nuts, cereals, peas and beans.,Shoots: ",
18,Edible Uses,"Inner bark: the bark that is found just beneath the tough outer bark of trees and shrubs.,Oil: Oil,Oil: ",
19,Edible Uses Description,"oots, Leaves, Fruit, Seeds, Bark, Sprouts, Flowers, Vegetable. The acid pulp of the fruit is eaten and made into drinks[301 ]. An edible white, powdery, dry pulp found in the fully ripe fruit is very rich in vitamin C and B2 and makes a refreshing drink[303 , 775 ]. The drink is said to taste like lemonade[377 ]. Ripe fruits are collected and cracked to remove the 'flour', which is mixed with milk to prepare a flavoured fermented porridge[303 ]. The pendant fruits are velvet-covered, gray and gourd-like, about 30cm long, and apparently look like dead rats hanging from the tree by their tails[372 ]. The acid pith of the fruit is used as a substitute for cream of tartar in baking[303 ]. It is also roasted and used as a coffee substitute[303 ]. Young leaves - cooked[301 ]. A tasty spinach[774 ]. Eaten as a potherb or dried, ground into a powder and used to thicken soups, stews etc[46 , 301 ]. Rich in Vitamin C, they also contain uronic acids - they are in high demand in West Africa as a soup vegetable[303 ]. An extract of the leaves, called 'lalo', is used to give couscous a smooth consistency[303 ]. The leaves also form an excellent condiment and seasoning[303 ]. Seed - eaten mixed with millet meal[46 , 301 ]. Ground into a flour, they are used as a flavouring or baking powder substitute[301 ]. When slightly fermented, this powder has the flavour of almonds[301 ]. The roasted seed is a coffee substitute[301 ]. The seeds contain appreciable quantities of tartaric acid and potassium bitar; they are refreshing to suck, and when soaked in water make a palatable drink[303 ]. An edible oil can be obtained from the seed[301 , 303 ]. A pleasant flavour[46 ]. Flowers - raw[301 ]. Tender roots are eaten[301 ]. Mature, thick roots are cooked and eaten during times of famine[303 ]. A root decoction is widely used in Sierra Leone as food. It is prepared by boiling, roasting, soaking or fermenting the roots, and tastes like almonds[303 ]. The shoots of germinating seeds are edible[301 ]. Eaten as a vegetable[303 ]. A delicious flavour[393 ]. Having a high water content, the wood is chewed by humans and animals in cases of extreme water scarcity[303 ]. The wood can be used as a salt substitute[303 ].",
20,Medicinal Uses,"Dysentery: Used in treating dysentery - an infection of the intestines that causes diarrhoea containing blood or mucus.,Vitamin C: Plants good for their vitamin C content",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Dysentery  Vitamin CThe leaves are hyposensitive and antihistamine[303 ]. They are used to treat kidney and bladder diseases, asthma, general fatigue, diarrhoea, insect bites, and guinea worm[303 ]. Leaf and flower infusions are valued for respiratory problems, digestive disorders and eye inflammation[303 ]. Seeds are used to cure gastric, kidney and joint diseases. They are roasted then ground and the powder smeared on the affected part or drunk in water[303 ]. The seed paste is used for curing tooth and gum diseases[303 ]. The fruit pulp, seed and bark are reputedly an antidote to Strophanthus poisoning[303 ]. The pulp is widely used in Africa as a diaphoretic to combat fevers, and to treat dysentery[46 ]. The gum from the bark is used for cleansing sores. It is also used as an expectorant and a diaphoretic[303 ]. The bark is used in steam baths for calming shivering and high fever[303 ]. The bark is boiled and taken as a cure for body pains. This infusion is also used to treat colds, fever and influenza[303 ] A decoction of the roots is taken as a remedy for lassitude, impotence and kwashiorkor[303 ]. Chemical composition - leaves (sun-dried): rich in calcium, containing 3.6% calcium oxide, potassium tartarate, common salt and tannin. Acid composition of seed oils (Nigerian sample): Oil = 15%. Fatty acid composition - 14:0 = trace. 18:0 = 5%. 18:1 = 33%. 18:2 = 29%. Cyclopropenoid acids (as sterculic (HBr-acetic acid in benzene)) = 7%. Chemical composition (after Abdelmuti): Protein (crude) = 3.1% (dry). Fat = 0.5% (dry). Fibre (crude) = 9.2% (dry). Ash (insoluble) = 5.8% (dry). Carbohydrate (soluble): Starch = 15.3% (dry). Sucrose = 19.3% (dry). D-gluose = 0.6% (dry). D-fructose = 5.6% (dry). Amino acids (g (16g N)-1): Aspartic acid = 9.8g. Threonine = 5.2g. Serine = 5.9g. Glutamic acid = 10.1g. Proline = 7.5g. Glycine = 5.5g. Alanine = 5.2g. Valine = 5.2g. Cysteine = 1.3g. Methionine = 1.3g. Isoleucine = 4.2g. Leucine = 6.8g. Tyrosine = 3.3g. Phenylalanine = 4.2g. Lysine = 4.6g. Histidine = 1.6g. Arginine = 4.6g. Minerals: Sulphur = 0.13% (dry). Potassium = 0.06% (dry). Magnesium = 0.14% (dry). Calcium = 0.36% (dry). Na = 0.01% (dry). K = 2.57% (dry). Zinc = 13mg/kg -1 (dry). Iron = 17 mg/kg-1 (dry). Manganese = 8 mg/kg-1 (dry). Copper = 8 mg/kg-1 (dry). Aluminium = 10 mg/kg-1 (dry).",
22,Other Uses,"Adhesive: Glues.,Dye: Plants that provide dyes.,Fertilizer: Provides a concentrated solid plant food.,Fibre: Used for making cloth, rope, paper etc.,Fodder: Food given to the animals (including plants cut and carried to them) rather than forage for themselves.,Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Hair: Plants used as hair shampoos, tonics, to treat balding etc.,Insecticide: Kills insects.,Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.,Soap: Plants used directly as a soap substitute.,Soil conditioner: Plants grown to improve the structure of the soil. See also Green manures.,Tannin: An astringent substance obtaied from plants, it is used medicinally, as a dye and mordant, stabilizer in pesticide etc.,Wood: A list of the trees and shrubs that are noted for having useful wood.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
