,Attributes,Description,age
0,Latin Name,Ipomopsis aggregata,
1,Common Name,"Skyrocket, Scarlet gilia",
2,Family,Polemoniaceae,
3,USDA hardiness,6-9,
4,Known Hazards,None known,
5,Habitats,"Dry rocky slopes in sagebrush, scrub and clearings in pine forests to 3000 metres in California[187].",
6,Range,"Western N. America - Oregon to California to Texas, north to N. Dakota.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/IpomopsisAggregata.jpg, https://pfaf.org/../Admin/PlantImages/IpomopsisAggregata2.jpg",
13,Summary,,
14,Physical Characteristics,"Ipomopsis aggregata is a BIENNIAL/PERENNIAL growing to 1 m (3ft 3in) by 0.3 m (1ft) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 7.  It is in flower from June to July. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,Gilia aggregata. (Pursh.)Spreng.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,,
18,Edible Uses,"Nectar: produced in such abundance by some flowers that it can be harvested fairly easily.,Tea: the various herb teas that can be used in place of tea, plus the genuine article.",
19,Edible Uses Description,ant has been boiled up as a tea[257]. The nectar is sucked from the flowers by children[257].,
20,Medicinal Uses,"Cathartic: A strong laxative but less violent than a purgative.,Disinfectant: Used for cleaning wounds.,Emetic: Induces vomiting.,Skin: Plants used in miscellaneous treatments for the skin.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Cathartic  Disinfectant  Emetic  Skin  TonicThe whole plant is cathartic and emetic[61, 257]. The leaves are steeped in hot water until the water turns a bright green, this liquid is taken in small doses as a tonic for the blood[207, 257]. An infusion of the whole plant has been used to treat blood diseases[257]. A decoction has been used as a disinfectant wash on itchy skin[257]. A poultice of the whole plant has been applied to rheumatic joints[257]. An infusion of the roots is used as a laxative and in the treatment of high fevers, colds[257].",
22,Other Uses,"Adhesive: Glues.,Disinfectant: Plants used for disinfecting.,Soap: Plants used directly as a soap substitute.",
23,Other Uses Description,The plant is reported to contain saponins[212] and so could possibly be used as a soap substitute[K]. A decoction of the plant has been used as a face and hair wash by adolescent girls[257]. The whole plant has been boiled up to make a glue[257].,
24,Cultivation Details,,
25,Cultivation Details Description,"Requires a well-drained dry soil in sun or partial shade[187]. Requires a light very well drained fertile soil in full sun[200]. Plants are cold-hardy to about -15°c[187], but they are susceptible to rot in areas with wet winters[260]. It is best to cover the plants with a pane of glass in wet winter areas[260]. A slow-growing[188] and short-lived perennial or biennial species[187]. A polymorphic species[60]. The leaves have a musky scent[187]. The crushed leaves smell like a skunk[212].",
26,Plant Propagation,Seed - sow spring in situ[200].,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
