,Attributes,Description,age
0,Latin Name,Vaccinium myrtillus,
1,Common Name,"Bilberry, Whortleberry",
2,Family,Ericaceae,
3,USDA hardiness,3-7,
4,Known Hazards,High tannin content may cause digestive disorders - avoid prolonged use or high doses. Avoid in pregnancy. Avoid if on anticoagulant therapy (e.g. warfarin) [301].,
5,Habitats,"Heaths, moors and woods on acid soils to 1250 metres[17, 186].",
6,Range,"Europe, including Britain, from Iceland south and east to Spain, Macedonia, the Caucasus and N. Asia",
7,Edibility Rating,(4 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/VacciniumMyrtillus.jpg, https://pfaf.org/../Admin/PlantImages/VacciniumMyrtillus2.jpg",
13,Summary,"The Bilberry or Whortleberry is a species of shrub with edible fruit. It has one of the richest natural sources of anthocyanins giving the bilberry its blue/black colour and with a high antioxidant content believed to be responsible for the many health benefits of bilberry and other berry fruits. In traditional European medicine, bilberry has been used for over a 1000 years.",
14,Physical Characteristics,"Vaccinium myrtillus is a deciduous Shrub growing to 0.2 m (0ft 8in) by 0.3 m (1ft).  See above for USDA hardiness. It is hardy to UK zone 3.  It is in flower from April to June, and the seeds ripen from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, Lepidoptera (Moths & Butterflies). The plant is self-fertile. It is noted for attracting wildlife.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: mildly acid soils and  can grow in very acid soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. The plant can tolerates strong winds but not maritime exposure.",
15,Synonyms,"Vaccinium myrtillus oreophilum, Vaccinium oreophilum",
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade;,
17,Edible Parts,"Fruit: ,Leaves: ",
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article.",
19,Edible Uses Description,"Fruit - raw or cooked[183]. Sweet and very tasty[2, 3, 5, 7, 8, 9, 13], they make an excellent preserve, their small seeds making them suitable for jam[4]. A slightly acid flavour when eaten raw[4]. The fruit can be dried and used like currants[12]. The fruit is up to 10mm in diameter[200]. A tea is made from the leaves[4, 177, 183].",
20,Medicinal Uses,"Antidiarrhoeal: Provides symptomatic relief for diarrhoea. Also see Astringent.,Antiemetic: Prevents vomiting.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Hypoglycaemic: Reduces the levels of sugar in the blood.,Kidney: Used in the treatment of kidney diseases,Ophthalmic: Treats eye complaints.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Urinary: Treats urinary problems, including urinary tract infection (UTI).",
