,Attributes,Description
0,Latin Name,Guaiacum sanctum
1,Common Name,"Lignum Vitae, Guaiacum, Holy Wood"
2,Family,Zygophyllaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,"Lowland, deciduous, tropical forest, where it is largely confined to dry, exposed sites, and is often the predominant species and where the soil is very dry at least part of the year at elevations from around sea level to 700 metres[337 ]."
6,Range,"Central America - Costa Rica north to Mexico, Florida and the Caribbean."
7,Edibility Rating,(0 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Tender,Well drained soil,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Guaiacum sanctum 1.JPEG, https://pfaf.org/../Admin/PlantImages/Guaiacum sanctum-2.JPEG"
13,Summary,"Also known as Holywood Lignum-Vitae, Holywood or Guaiacum sanctum is a one of the flowering tree species that yield the valuable Lignum vitae wood. It is small and slow growing, reaching only about 7 m in height with a trunk diameter of 50 cm. It is evergreen and has an open, spreading crown. It is commonly found in Central America specifically in Costa Rica north to Mexico, Florida, and the Caribbean. It is the national tree of the Bahamas. The wood is used as a mild laxative and diuretic. It is use for tonsillitis, rheumatoid arthritis, chronic rheumatism, syphilis, skin diseases, and scrofula. The resin from the tree is used in some pharmaceutical preparations. The leaves can be used as a substitute for soap. The wood is extremely heavy and hard, and resistant to attack by decay fungi, termites, and marine borers. It is ideal for bearings, bushing blocks, pulley, turnery, etc."
14,Physical Characteristics,"Guaiacum sanctum is an evergreen Tree growing to 6 m (19ft) by 6 m (19ft) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 10.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil. The plant can tolerate maritime exposure."
15,Synonyms,Guaiacum guatemalense Planch. ex Rydb.
16,Plant Habitats,
17,Edible Uses Description,None known
18,Medicinal Uses,"Acrid: Causes heat and irritation when applied to the skin.,Alterative: Causes a gradual beneficial change in the body, usually through improved nutrition and elimination, without having any marked specific action.,Antirheumatic: Treats rheumatism.,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Emmenagogue: Promotes or increases the menstrual flow. In early stages of pregnancy it can induce an abortion.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being."
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Acrid  Alterative  Antirheumatic  Diaphoretic  Diuretic  Emmenagogue  Laxative  StimulantAlthough considered to be less useful than G. Officinale, in practice the wood and resin from this tree are used medicinally in much the same way as that species[418 ]. In particular, the wood is used as a mild laxative and diuretic. For tonsillitis it is given in powdered form. It is specially useful for treating rheumatoid arthritis, also in cases of chronic rheumatism and gout where it relieves the pain and inflammation between the attacks, and can lessen their recurrence if doses are continued. It acts as an acrid stimulant, increasing the heat of the body and promoting the circulation. When the decoction is taken hot and the body is kept warm, it acts as a diaphoretic, and if cool it works as a diuretic. It is also largely used for treating secondary syphilis, skin diseases and scrofula[418 ]. The resins obtained from wood, bark, leaves, and flowers are used in some pharmaceutical preparations[337 ]. The resin obtained from the heartwood is diuretic and mildly laxative[46 ]."
20,Other Uses,"Dye: Plants that provide dyes.,Resin: Used in perfumery, medicines, paints, soap making etc. This also includes turpentine, which is extracted from many resins and used as a preservative, water proofer etc,,Soap: Plants used directly as a soap substitute.,Wood: A list of the trees and shrubs that are noted for having useful wood."
21,Other Uses Description,"Other Uses: A brown to reddish-brown resin is obtained from the heartwood[46 ]. It is used for making small objects where strength, hardiness and weight are required[46 ]. The resin contains guaiaconic acid, guaiaretic acid, vanillin and guaiac yellow[46 ]. It is obtained by boring a log longitudinally then heating it in a sloping position. This causes the resin to melt and flow from the log[46 ]. The wood can also be chipped and then boiled in water, which causes the resin to float to the surface[46 ]. The leaves are sometimes used as a substitute for soap[418 ]. Lignum vitae is one of the heaviest of all woods, sinking under its weight instead of floating in water[309 ]. The heartwood is a dark greenish brown to almost black, becoming even darker after exposure to air and light[337 ]. It is readily distinguished from the narrow, pale yellow or cream-coloured sapwood[337 ]. The wood is extremely hard and heavy; very fine and uniform in texture with a heavily interlocked grain; oily, due to a resin content (guaiac content) that constitutes about 25% of the dry weight; turns and shapes well and takes a high polish; very resistant to attack by decay fungi, termites, and marine borers[337 ]. Because of the oily resins, the wood requires special surface treatments for satisfactory gluing. It does not require preservation due to its high guaiac resin content and high wood density[337 ]. The wood is used in bearings, bushing blocks, pulley sheaves, mallet heads, and turnery. It was once popular for use in the manufacture of bowling balls. Its most noted use is in bearings and bushing blocks for the propeller shafts of ships because of its self-lubrication and hardness[309 , 337 ]."
22,Cultivation Details,
23,Cultivation Details Description,"A plant of the lowland moist tropics, where it is found at elevations up to 100 metres. It grows best in areas where annual daytime temperatures are within the range 22 - 28°c, but can tolerate 20 - 34°c[418 ]. It can be killed by temperatures of 1°c or lower[418 ]. It prefers a mean annual rainfall in the range 700 - 1,500mm, but tolerates 500 - 2,000mm[418 ]. Can be grown in full sun or partial shade on a wide variety of soils, including alkaline[309 ]. Plants will easily tolerate wet or dry soil, wind, and salt, making it an ideal choice especially for seaside plantings[309 ]. It grows well in shallow soils, particularly in limestone areas, well-drained low areas, low foothills subject to hot dry winds, and rocky limestone regions[337 ]. Prefers a pH in the range 5 - 7.5, tolerating 4.5 - 8[418 ]. Young trees commence flowering when about 6 - 8 years old[337 ].Flowering Time: Late Spring/Early Summer. Bloom Color: Light Blue Medium Blue. Spacing:15-20 ft. (4.7-6 m) 20-30 ft. (6-9 m). Drought-tolerant; suitable for xeriscaping."
