,Attributes,Description,age
0,Latin Name,Packera obovata,
1,Common Name,Roundleaf ragwort,
2,Family,Compositae,
3,USDA hardiness,3-8,
4,Known Hazards,"Like many species of ragwort, the plant is toxic to many herbivorous mammals, but sheep seem more tolerant than other grazing animals.",
5,Habitats,"Moist but well-drained calcareous soils, wooded slopes, and rocky areas in shaded or semi-shaded locations.",
6,Range,"Native range: northern Mexico, the eastern United States and southeastern Canada, extending from Coahuila to Quebec and Ontario.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Full shade,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Packera_obovata1.JPEG, https://pfaf.org/../Admin/PlantImages/Packera_obovata2.JPEG",
13,Summary,Note: Senecio obovatus Muhl. ex Willd. is a synonym of Packera obovata (Muhl. ex Willd.) W.A.Weber & Á.Löve,
14,Physical Characteristics,"Packera obovata is an evergreen Perennial growing to 0.6 m (2ft) by 0.6 m (2ft in) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 4. The flowers are pollinated by Bees, Insects. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,Senecio aureus var. obovatus (Muhl. ex Willd.) Torr. & A.Gray. Senecio elliottii Torr. & A.Gray. Senecio elongatus Pursh. Senecio obovatus Muhl. ex Willd. Senecio obovatus var. elliottii (Torr. & A.Gray) Fernald. Senecio obovatus f. obovatus. Senecio obovatus var. obovatus. Senecio obovatus var. rotundus Britton. Senecio rotundus (Britton) Small,
16,Plant Habitats,,
17,Edible Parts,,
18,Edible Uses,"Staple Crop: Protein-oil: (16+ percent protein, 16+ percent oil). Annuals include soybeans, peanuts, sunflower seeds. Perennials include seeds, beans, nuts, and fruits such as almond, Brazil nut, pistachio, walnut, hazel, and safou.",
19,Edible Uses Description,,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,"An effective, evergreen ground cover. Erosion control. Invertebrates shelter: beneficial for insects and other arthropods. Nectary: provides nectar or pollen for beneficial insects [1-2]. Valued for its ability to thrive in shady locations, naturalize rapidly and produce a long and profuse spring bloom of bright yellow flowers [368-1]. Suitable locations include wild gardens, cottage gardens, native plant gardens (US), borders, or along streams/ponds.",
24,Cultivation Details,,
25,Cultivation Details Description,"Moist, well-drained soils in full sun to part shade. Blooms well in shady locations. Tolerates some soil dryness [368-1]. Bloom Notes: Blooms February to April in southerly regions, April to June in the north.  Bloom Description: Yellow. Naturalize rapidly and produce a long and profuse spring bloom of bright yellow flowers [368-1]. Like many species of ragwort, the plant is toxic to many herbivorous mammals, but sheep seem more tolerant of it than are most other grazing animals. For polyculture design as well as the above-ground architecture (form - tree, shrub etc. and size shown above) information on the habit and root pattern is also useful and given here if available. The plant growth habit is a clumper with limited spread [1-2]. The root pattern is stoloniferous rooting from creeping stems above the ground [1-2].",
26,Plant Propagation,Seed will germinate within 4 weeks if sown at 20°C/70°F. Seed requires light to germinate. Root division during winter dormancy.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
