,Attributes,Description,age
0,Latin Name,Prunus pumila besseyi,
1,Common Name,"Sand cherry, Rocky Mountain cherry",
2,Family,Rosaceae,
3,USDA hardiness,3-6,
4,Known Hazards,"The plant (especially the seed and young shoots) contains cyanogenic glycosides, especially amygdalin and prunasin. When injested, these compounds break down in the digestive tract to release cyanide. Used in small quantities in both traditional and conventional medicine, this exceedingly poisonous compound has been shown to stimulate respiration, improve digestion, and promote a sense of well-being[238]. It is also claimed by some to be of benefit in the treatment of cancer - though this claim has been largely refuted. In larger concentrations, however, cyanide can cause gasping, weakness, excitement, pupil dilation, spasms, convulsions, coma and respiratory failure leading to death[293]. The fruits and flowers of most members of this genus generally have low or very low concentrations of this toxin, though the seeds and young shoots can contain much higher levels. The levels of toxin can be detected by the level of bitterness:- for example sweet tasting almond seeds are a major food crop and are often eaten in quantity, whilst bitter tasting almond seeds are used as a flavouring (in marzipan for example) but are not usually eaten on their own. In general, it can be considered safe to eat any fruit or seed from species in this genus that either have a sweet flavour or are slightly bitter. Great caution should be taken, however, if the flavour is moderately to very bitter[K].",
5,Habitats,"Sandy hills, open plains, rocky slopes or shores[43]. Sandy prairies, oak savannahs, rock outcrops; at elevations from 200 - 1,700 metres[270].",
6,Range,"Central N. America - Saskatchewan to Ontario, south to Colorado, Kansas and Ohio",
7,Edibility Rating,(4 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Prunus_pumila_besseyi1.JPEG, https://pfaf.org/../Admin/PlantImages/Prunus_pumila_besseyi2.JPEG",
13,Summary,,
14,Physical Characteristics,Prunus pumila besseyi is a deciduous Shrub growing to 2 m (6ft) by 1.5 m (5ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 4. The flowers are pollinated by Insects. It is noted for attracting wildlife.  Suitable for: light (sandy) and medium (loamy) soils and prefers  well-drained soil. Suitable pH: neutral soils. It can grow in  semi-shade (light woodland) or no shade. It prefers dry or  moist soil.,
