,Attributes,Description,age
0,Latin Name,Tragopogon porrifolius,
1,Common Name,Salsify,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,4-8,
4,Known Hazards,None known,
5,Habitats,Found near the sea and estuaries in S.E. England[17].,
6,Range,Europe - Mediterranean. Naturalized in Britain[17].,
7,Edibility Rating,(3 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/TragopogonPorrifolius.jpg, https://pfaf.org/../Admin/PlantImages/TragopogonPorrifolius2.jpg",
13,Summary,,
14,Physical Characteristics,"Tragopogon porrifolius is a BIENNIAL growing to 0.6 m (2ft).  See above for USDA hardiness. It is hardy to UK zone 5 and is not frost tender.  It is in flower from June to August, and the seeds ripen from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil. The plant can tolerates strong winds but not maritime exposure.",
15,Synonyms,T. sinuatus. Avé Lall.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Flowers: ,Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Seed: includes nuts, cereals, peas and beans.,Shoots: ,Stem: this often intergrades into leaves.",
18,Edible Uses,Gum: can be chewed as a chewing gum or can often be used as a sweetener or thickening agent in foods.,
19,Edible Uses Description,"Root - raw or cooked[2, 5, 27, 33, 37, 89]. The young root can be grated in salads[12], older roots are best cooked[183]. The flavour is mild and sweet, and is said to resemble oysters[183, K]. The roots are harvested as required from October until early spring, or can be harvested in late autumn and stored until required[4]. Young shoots - raw or cooked[2, 12, 27, 33, 37, 52, 183]. The new growth is used in spring. A sweet taste[200]. Flowering shoots - raw or cooked[200]. Used like asparagus. Flowers - raw. Added to salads[183]. The sprouted seeds can be added to salads or sandwiches[183]. The root latex is used as a chewing gum[61, 105, 161, 183].",
20,Medicinal Uses,"Antibilious: Corrects the secretions of bile.,Aperient: A mild laxative.,Deobstruent: Clears obstructions from the natural ducts of the body.,Diuretic: Acts on the kidneys, promoting the flow of urine.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antibilious  Aperient  Deobstruent  DiureticSalsify is a cleansing food with a beneficial effect upon the liver and gallbladder[254]. The root is antibilious, slightly aperient, deobstruent and diuretic[4, 21]. It is specific in the treatment of obstructions of the gall bladder and jaundice[240] and is also used in the treatment of arteriosclerosis and high blood pressure[254].",
22,Other Uses,"Gum: Gums have a wide range of uses, especially as stabilizers, emulsifiers, thickening agents, adhesives etc.",
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in ordinary garden soils, including heavy clays[4, 200]. Plants do not grow well in stony soils[4]. Prefers an open situation[37] and a cool moist root run[14, 20]. Salsify is occasionally cultivated in the garden for its edible root[2, 89], there are some named varieties[183]. Grows well with mustard[20].",
26,Plant Propagation,"Seed - sow in situ as early in the year as possible, in March if weather conditions permit[4]. Seed sowings often fail unless the soil is kept moist until the seedlings are growing well[4].",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
