,Attributes,Description
0,Latin Name,Peucedanum palustre
1,Common Name,"Marsh Hog's Fennel, Hogfennel"
2,Family,Apiaceae or Umbelliferae
3,USDA hardiness,5-9
4,Known Hazards,"Although no mention of toxicity has been seen for this species, skin contact with the sap of a number of members in this genus is said to cause photo-sensitivity and/or dermatitis in some people[65, 218]. They are also said to contain the alleged 'psychotroph' myristicine[218]."
5,Habitats,"Fens and marshes, usually on calcareous soils[17]."
6,Range,"Europe, including Britain, from Scandanavia south and east to Spain, the Altai and Urals."
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PeucedanumPalustre2.jpg, https://pfaf.org/../Admin/PlantImages/PeucedanumPalustre.jpg"
13,Summary,
14,Physical Characteristics,"Peucedanum palustre is a BIENNIAL growing to 1.5 m (5ft).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, Lepidoptera (Moths & Butterflies), beetles. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil."
15,Synonyms,Selenium palustre. S. sylvestre.
16,Plant Habitats,Bog Garden;
17,Edible Parts,
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments."
19,Edible Uses Description,"The root can be used as a ginger substitute[2, 4, 17, 115, 183]."
20,Medicinal Uses,"Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Epilepsy: Used in the treatment of Epilepsy - a disorder in which nerve cell activity in the brain is disturbed, causing seizures.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being."
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antispasmodic  Epilepsy  StimulantThe root is stimulant[4]. It is used in the treatment of epilepsy[4].
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"An easily grown plant, it succeeds in any moisture-retentive soil in a sunny position[200]. Suitable for group plantings in the wild garden[200]."
26,Plant Propagation,"Seed - we have no information on this species but suggest sowing the seed in a cold frame as soon as it is ripe if this is possible otherwise in early spring. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
