,Attributes,Description,age
0,Latin Name,Hordeum hexastichon,
1,Common Name,"Six-Row Barley, Common barley",
2,Family,Poaceae or Gramineae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,Not known in a truly wild situation.,
6,Range,Of uncertain origin.,
7,Edibility Rating,(3 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/HordeumHexastichon.jpg, https://pfaf.org/../Admin/PlantImages/HordeumHexastichon2.jpg",
13,Summary,,
14,Physical Characteristics,"Hordeum hexastichon is a ANNUAL growing to 1.2 m (4ft).  It is not frost tender. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,H. vulgare hexastichon.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,,
19,Edible Uses Description,"Seed - cooked. The seed can be ground into a flour and used as a cereal in making bread, porridge etc[1, 4, 34, 46]. Malt is obtained by sprouting and roasting the seed. This is a sweet substance and is used in making beer and as a food[4, 46]. The roasted (unsprouted) seed is used as a coffee and a salt substitute[46].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,"Biomass: Provides a large quantity of plant material that can be converted into fuel etc.,Mulch: Used for covering the ground to conserve the nutrients in the soil.,Paper: Related to the entry for Fibre, these plants have been specifically mentioned for paper making.",
23,Other Uses Description,"The stems, after the seed has been harvested, have many uses. They are a source of fibres for making paper, a biomass for fuel etc, they can be shredded and used as a mulch[141, 171].",
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in most soils and in climates ranging from sub-arctic to sub-tropical[171]. Easily grown in light soils[162]. This species is considered by most botanists to be no more than a part of H. vulgare[50, 61].",
26,Plant Propagation,Seed - sow in situ in March or October and only just cover the seed. Make sure the soil surface does not dry out if the weather is dry. Germination takes place within 2 weeks.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
