,Attributes,Description,age
0,Latin Name,Scandix pecten,
1,Common Name,Shepherd's Needle,
2,Family,Apiaceae or Umbelliferae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,"A weed of arable land, avoiding acid soils and shady positions[17].",
6,Range,"Europe, including Britain, south and east from Sweden to the Mediterranean and western Himalayas.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ScandixPecten-veneris.jpg, https://pfaf.org/../Admin/PlantImages/ScandixPecten-veneris2.jpg",
13,Summary,,
14,Physical Characteristics,"Scandix pecten-veneris is a ANNUAL growing to 0.5 m (1ft 8in).  It is in flower from April to July. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,Stem: this often intergrades into leaves.,
18,Edible Uses,,
19,Edible Uses Description,"Young stem tops - raw or cooked[46, 61]. Used in salads or as a pot-herb[2], they are much esteemed[105].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,See the plants native habitat for ideas on its cultivation needs.,
26,Plant Propagation,Seed - sow in situ in spring or late summer.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
