,Attributes,Description
0,Latin Name,Geijera parviflora
1,Common Name,Australian Willow
2,Family,Rutaceae
3,USDA hardiness,9-11
4,Known Hazards,None known
5,Habitats,Dry inland areas[152].
6,Range,Australia - in all mainland states.
7,Edibility Rating,(0 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(1 of 5)
11,Care (info),"Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/GeijeraParviflora.gif, https://pfaf.org/../Admin/PlantImages/GeijeraParviflora2.gif"
13,Summary,"Bloom Color: White. Main Bloom Time: Early fall, Early spring, Late fall, Late spring, Mid fall, Mid spring.Form: Oval, Rounded, Weeping."
14,Physical Characteristics,"Geijera parviflora is a TREE growing to 12 m (39ft 4in) at a fast rate.The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,G. pendula.
16,Plant Habitats,Woodland Garden Secondary; Sunny Edge;
17,Edible Uses Description,None known
18,Medicinal Uses,
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anodyne, odontalgic[152]."
20,Other Uses,
21,Other Uses Description,"Wood - hard, close-grained, fragrant[154]."
22,Cultivation Details,
23,Cultivation Details Description,"Landscape Uses:Pest tolerant, Screen, Specimen, Street tree. Plants are hardy to about -7°c in Australian gardens, where they tolerate poor drainage[157]. Requires greenhouse protection in Britain[1]. Special Features:Attractive foliage, Not North American native, Attractive flowers or blooms."
24,Plant Propagation,Seed -
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
