,Attributes,Description,age
0,Latin Name,Nicotiana tabacum,
1,Common Name,"Tobacco, Cultivated tobacco",
2,Family,Solanaceae,
3,USDA hardiness,7-10,
4,Known Hazards,"All parts of the plant are poisonous[4, 19, 65, 76]. They contain a volatile oil called nicotine, this is a virulent poison that produces nausea, vomiting, sweating, palpitations and nausea[232].",
5,Habitats,Not known in a truly wild situation.,
6,Range,S. America. Naturalized in C. and S. Europe.,
7,Edibility Rating,(2 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Frost Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/NicotianaTabacum.jpg, https://pfaf.org/../Admin/PlantImages/NicotianaTabacum2.jpg",
13,Summary,,
14,Physical Characteristics,"Nicotiana tabacum is a ANNUAL growing to 1.2 m (4ft).  See above for USDA hardiness. It is hardy to UK zone 8 and is frost tender.  It is in flower from July to September, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, Lepidoptera (Moths & Butterflies). It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,Leaves: ,
18,Edible Uses,"Oil: Oil,Egg: Substitutes for eggs.,Oil: ",
19,Edible Uses Description,"protein can be extracted from the leaves. It is an odourless, tasteless white powder and can be added to cereal grains, vegetables, soft drinks and other foods[183]. It can be whipped like egg whites, liquefied or gelled and can take on the flavour and texture of a variety of foods[183]. It is 99.5% protein, contains no salt, fat or cholesterol[183]. It is currently (1991) being tested as a low calorie substitute for mayonnaise and whipped cream[183].",
20,Medicinal Uses,"Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Emetic: Induces vomiting.,Expectorant: Clears phlegm from the chest by inducing coughing.,Homeopathy: A plant used in homeopathic treatments.,Irritant: Causes irritation or abnormal sensitivity in living tissue.,Narcotic: Relieves pain, induces drowsiness and gives a sense of well-being.,Sedative: Gently calms, reducing nervousness, distress and irritation.,Sialagogue: Stimulates the secretion of saliva.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antispasmodic  Diuretic  Emetic  Expectorant  Homeopathy  Irritant  Narcotic  Sedative  SialagogueTobacco has a long history of use by medical herbalists as a relaxant, though since it is a highly additive drug it is seldom employed internally or externally at present[4, 254]. The leaves are antispasmodic, discutient, diuretic, emetic, expectorant, irritant, narcotic, sedative and sialagogue[4, 192, 213]. They are used externally in the treatment of rheumatic swelling, skin diseases and scorpion stings[240]. The plant should be used with great caution[4], when taken internally it is an addictive narcotic[222]. The active ingredients can also be absorbed through the skin[4]. Wet tobacco leaves can be applied to stings in order to relieve the pain[213]. They are also a certain cure for painful piles[4]. A homeopathic remedy is made from the dried leaves[232]. It is used in the treatment of nausea and travel sickness[232].",
22,Other Uses,"Insecticide: Kills insects.,Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.,Repellent: Plants that are said to deter but not necessarily kill various mammals, birds, insects etc.",
23,Other Uses Description,"All parts of the plant contain nicotine, this has been extracted and used as an insecticide[20, 37, 46]. The dried leaves can also be used, they remain effective for 6 months after drying[169]. The juice of the leaves can be rubbed on the body as an insect repellent[213]. The leaves have been dried and chewed as an intoxicant. The dried leaves are also used as snuff or smoked. This is the main species that is used to make cigarettes and cigars. A drying oil is obtained from the seed[57, 171]. Dynamic accumulator.",
24,Cultivation Details,,
25,Cultivation Details Description,"Prefers a well-drained deep rich moist soil in a sunny position[1, 200]. Plants are not very hardy in Britain, but they can be grown as biennials in areas where winter temperatures do not fall below about -5°c[200]. A polymorphic species[50]. Tobacco is very widely cultivated for its leaves, there are many named varieties[183]. As well as being used as an insecticide, the leaves are used to make cigarettes, cigars, snuff and for chewing. There are many long-term health problems associated with these uses, especially from cancer, lung, circulatory and heart diseases. The plant accumulates potassium[18]. The plant has sweetly scented flowers that release most of their scent in the evening and attract moths[30]. Plant requires more than 14 hours daylight per day in order to induce flowering[169].",
26,Plant Propagation,"Seed - surface sow in a warm greenhouse about 10 weeks before the last expected spring frosts. The seed usually germinates in 10 - 20 days at 20°c. Keep the soil moist and pot up as soon as the plants are big enough to handle, planting them out after the last expected frosts.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
