,Attributes,Description
0,Latin Name,Crataegus mollis
1,Common Name,"Red Haw, Downy hawthorn"
2,Family,Rosaceae
3,USDA hardiness,4-8
4,Known Hazards,None known
5,Habitats,"Open woods, usually in alluvial or fertile soils[43]. Frequently found in limestone soils[229]."
6,Range,"Eastern and Central N. America - Ontario to Alabama, west to Oklahoma."
7,Edibility Rating,(4 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CrataegusMollis.gif, https://pfaf.org/../Admin/PlantImages/CrataegusMollis2.gif"
13,Summary,"Bloom Color: Lavender, Pink, White. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Oval, Pyramidal."
14,Physical Characteristics,"Crataegus mollis is a deciduous Tree growing to 9 m (29ft) by 12 m (39ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 5 and is not frost tender.  It is in flower from May to June, and the seeds ripen in September. The species is hermaphrodite (has both male and female organs) and is pollinated by Midges.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist or  wet soil and can tolerate drought. The plant can tolerates strong winds but not maritime exposure. It can tolerate atmospheric pollution."
15,Synonyms,C. coccinea mollis.
16,Plant Habitats,Woodland Garden Secondary; Sunny Edge; Dappled Shade; Hedge;
17,Edible Parts,Fruit: 
18,Edible Uses,"Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"Fruit - raw or cooked[22, 46, 62, 101, 183]. Sub-acid, dry and mealy[82, 227]. The fruit is also used for making jellies and preserves[61, 95, 183]. Fairly large, it is about 20 - 25mm in diameter[200], with a thick flesh[229]. There are up to five fairly large seeds in the centre of the fruit, these often stick together and so the effect is of eating a cherry-like fruit with a single seed[K]. A tea-like beverage can be made from the twigs[257]."
20,Medicinal Uses,"Cardiotonic: A tonic for the heart.,Hypotensive: Reduces blood pressure, it is used in the treatment of high blood pressure"
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Cardiotonic  HypotensiveAlthough no specific mention has been seen for this species, the fruits and flowers of many hawthorns are well-known in herbal folk medicine as a heart tonic and modern research has borne out this use. The fruits and flowers have a hypotensive effect as well as acting as a direct and mild heart tonic[222]. They are especially indicated in the treatment of weak heart combined with high blood pressure[222]. Prolonged use is necessary for it to be efficacious[222]. It is normally used either as a tea or a tincture[222]."
22,Other Uses,"Hedge: Plants that can be grown as hedges.,Hedge: Plants that can be grown as hedges."
23,Other Uses Description,"The plant is tolerant of being trimmed and will even resprout if cut back into very old wood. It can be used as a hedge[50]. Wood - heavy, hard, tough, close-grained. Useful for making tool handles, mallets and other small items[82]."
24,Cultivation Details,
