,Attributes,Description,age
0,Latin Name,Carya illinoinensis,
1,Common Name,Pecan,
2,Family,Juglandaceae,
3,USDA hardiness,5-9,
4,Known Hazards,None known,
5,Habitats,"Rich moist soils of bottomlands[229], especially along the sides of streams[235].",
6,Range,Southern N. America - mainly along the Mississippi river valley.,
7,Edibility Rating,(4 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CaryaIllinoinensis.jpg, https://pfaf.org/../Admin/PlantImages/CaryaIllinoinensis2.jpg",
13,Summary,"Bloom Color: Yellow.Main Bloom Time: Early spring, Late spring, Mid spring. Form: Oval, Rounded. Note. Sometimes misspelt as: Carya illinoiensis",
14,Physical Characteristics,"Carya illinoinensis is a deciduous Tree growing to 50 m (164ft 1in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 5. It is in leaf from June to October, in flower from April to May, and the seeds ripen in October. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant) and is pollinated by Wind. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid and very alkaline soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,C. pecan. Juglans illinoensis.,
16,Plant Habitats,Woodland Garden Canopy;,
17,Edible Parts,"Leaves: ,Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,"Oil: Oil,Milk: made from plants, that is.,Oil: ,Tea: the various herb teas that can be used in place of tea, plus the genuine article.",
19,Edible Uses Description,"aSeed - raw or cooked[46, 82]. Sweet and delicious, they make an excellent dessert and are also often added to ice cream, used in cakes, bread etc[149, 183]. A milk can be made from the seed and is used to thicken soups, season corn cakes, hominy etc[183]. The seed is up to 4cm long and is produced in clusters of 3 -11[82, 229]. The seed ripens in late autumn and, when stored in its shell in a cool place, will keep for at least 6 months[K]. An edible oil is obtained from the seed[177, 183]. The leaves are said to be used as a tea[177, 183]. Carbon farming - Staple Crop: oil.",
20,Medicinal Uses,"Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Parasiticide: Treats external parasites such as ringworm This should perhaps be joined with Parasiticide in ,TB: Plants used in the treatment of tuberculosis",
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Astringent  Parasiticide  TBThe bark and leaves are astringent[227]. A decoction of the bark has been used to treat TB[257]. The pulverized leaves have been rubbed on the skin to treat ringworm[257].,
22,Other Uses,"Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Oil: Vegetable oils have many uses, as lubricants, lighting, soap and paint making, waterproofing etc. This does not include the edible oils unless they are also mentioned as having other uses.,Parasiticide: Kills external body parasites such as hair lice.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
23,Other Uses Description,"- coarse-grained, hard, heavy, brittle, not strong. It weighs 45 lb. per cubic foot. It is not as valuable a timber as other members of this genus and is used mainly for fuel and occasionally to make wagons and agricultural implements[46, 82, 227, 235]. A dynamic accumulator gathering minerals or nutrients from the soil and storing them in a more bioavailable form - used as fertilizer or to improve mulch.",
24,Cultivation Details,"Global Crop: These crops are already grown or traded around the world. The annual value of each is more than $1 billion US Examples include coconuts, almonds, and bananas.,Management: Standard: Plants grow to their standard height. Harvest fruit, seeds, or other products. Non-Destructive management systems.,Other Systems: Strip intercrop: Tree crops grown in rows with alternating annual crops.,Staple Crop: Oil: (0-15 percent protein, 16+ percent oil). Some of these are consumed whole while others are exclusively pressed for oil. Annuals include canola, poppyseed, maize, cottonseed, sunflower, peanut. Perennials include high-oil fruits, seeds, and nuts, such as olive, coconut, avocado, oil palm, shea, pecan, and macadamia. Some perennial oil crops are consumed whole as fruits and nuts, while others are exclusively pressed for oil (and some are used fresh and for oil).",
