,Attributes,Description,age
0,Latin Name,Lippia graveolens,
1,Common Name,Mexican Oregano,
2,Family,Verbenaceae,
3,USDA hardiness,9-12,
4,Known Hazards,None known,
5,Habitats,Dry areas[238 ]. Rocky slopes or damp thickets on plains at elevations of 350 metres or less[331 ].,
6,Range,"Central America from Costa Rica, north to Mexico and southern N. America.",
7,Edibility Rating,(4 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Tender,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Lippia graveolens_1.JPEG, https://pfaf.org/../Admin/PlantImages/Lippia graveolens 2.JPEG",
13,Summary,,
14,Physical Characteristics,"Lippia graveolens is an evergreen Shrub growing to 2 m (6ft) by 2 m (6ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10. The flowers are pollinated by Insects. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,Goniostachyum graveolens (Kunth) Small Lantana origanoides M.Martens & Galeotti Lippia berlandieri M,
16,Plant Habitats,,
17,Edible Parts,Leaves: ,
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Tea: the various herb teas that can be used in place of tea, plus the genuine article.",
19,Edible Uses Description,"eaThe leaves have an intense aroma of oregano and are commonly used, especially in central America, as a flavouring in tomato pastes and other dishes that require a strong oregano flavour[301 ]. The leaves are often used by the food industry instead of the true oregano[238 ]. Many people find them preferable to the European oregano[301 ]. They are more pungent than European oregano[200 ]. The dried leaves can be used to make a herbal tea[301 ].",
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,"Attracts nectar-feeding butterflies, bees and other insects, and seed-eating birds. Attractive flowers.",
24,Cultivation Details,,
25,Cultivation Details Description,"Prefers a position in full sun in any moderately fertile, well-drained soil[200 ]. Prefers light soil[238 ].a very drought-tolerant plant! Hardy to around -2 °C (30 °F). Flowering Time: Late Spring/Early Summer Mid Summer. Bloom Color: White/Near White. Spacing: 36-48 in. (90-120 cm).",
26,Plant Propagation,Seed - Basal or nodal softwood cuttings[200 ]. Cuttings of semi-ripe wood.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
