,Attributes,Description
0,Latin Name,Picea engelmannii
1,Common Name,"Mountain Spruce, Engelmann spruce"
2,Family,Pinaceae
3,USDA hardiness,3-7
4,Known Hazards,None known
5,Habitats,"Montane regions to the tree-line, especially by swamps[60]. Often found on poor thin rocky soils, though the best specimens are growing in deep well-drained clay-loam soils[229]."
6,Range,Western N. America - Alberta and British Columbia to Arizona and New Mexico.
7,Edibility Rating,(2 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PiceaEngelmannii.jpg, https://pfaf.org/../Admin/PlantImages/PiceaEngelmannii2.jpg"
13,Summary,
14,Physical Characteristics,"Picea engelmannii is an evergreen Tree growing to 20 m (65ft) by 6 m (19ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 3 and is not frost tender. It is in leaf all year, and the seeds ripen in September. The species is monoecious (individual flowers are either male or female, but both sexes can be found on the same plant) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in nutritionally poor soil. Suitable pH: mildly acid and neutral soils and  can grow in very acid soils. It cannot grow in the shade. It prefers  moist or  wet soil. The plant can tolerates strong winds but not maritime exposure. It cannot tolerate atmospheric pollution."
15,Synonyms,
16,Plant Habitats,Woodland Garden Canopy; Bog Garden;
17,Edible Parts,"Flowers: ,Seed: includes nuts, cereals, peas and beans.,Shoots: "
18,Edible Uses,"Inner bark: the bark that is found just beneath the tough outer bark of trees and shrubs.,Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"catkins - raw or cooked. Used as a flavouring[172]. Immature female cones - cooked. The central portion, when roasted, is sweet and syrupy[172]. The cones are about 5cm long[82]. Inner bark - dried, ground into a powder and then used as a thickener in soups etc or added to cereals when making bread[172]. An emergency food when all else fails. Seed - raw[172]. The seed is about 2 - 4mm long[229] and is too small and fiddly to be worthwhile unless you are desperate[172]. A refreshing tea, rich in vitamin C, can be made from the young shoot tips[172]."
20,Medicinal Uses,"Cancer: Used in the treatment of cancer.,Eczema: Used in the treatment of eczema - a chronic health condition that affects the skin, causing redness, dryness, itching and infections.,Pectoral: Relieves respiratory diseases, a remedy for chest diseases.,Salve: Soothes and heals damaged skin.,Skin: Plants used in miscellaneous treatments for the skin.,TB: Plants used in the treatment of tuberculosis,Vitamin C: Plants good for their vitamin C content"
