,Attributes,Description
0,Latin Name,Vicia caroliniana
1,Common Name,"Carolina vetch, Carolina wood vetch"
2,Family,Leguminosae
3,USDA hardiness,3-9
4,Known Hazards,None Known
5,Habitats,"Acid soils on rocky slopes, rocky woods, ridges, streambanks."
6,Range,"Native to the United States, V. caroliniana is now found throughout the eastern half of the country, from Texas east to Florida and north to New York and Minnesota. It is also found in Ontario, Canada."
7,Edibility Rating,(0 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full shade,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Vicia_caroliniana1.JPEG, https://pfaf.org/../Admin/PlantImages/Vicia_caroliniana2.JPEG"
13,Summary,
14,Physical Characteristics,"Vicia caroliniana is a PERENNIAL growing to 0.6 m (2ft) by 0.6 m (2ft in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 4. The flowers are pollinated by Insects. It can fix Nitrogen. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,No synonyms are recorded for this name.
16,Plant Habitats,
17,Edible Uses Description,
18,Medicinal Uses,
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.In the US, the Cherokee use Carolina wood vetch for a variety of medicinal purposes. It is used for back pains, local pains, to toughen muscles, for muscular cramps, twitching and is rubbed on stomach cramps. They also use a compound for rheumatism, for an affliction called ""blacks"", and it is taken for wind before a ball game (Hamel and Chiltoskey 1975 Cherokee Plants and Their Uses). An infusion is used for muscle pain, in that it is rubbed on scratches made over the location of the pain. An infusion is also taken as an emetic. It is also used internally with Pseudognaphalium obtusifolium ssp. obtusifolium for rheumatism."
20,Other Uses,
21,Other Uses Description,Invertebrates shelter: beneficial for insects and other arthropods. Nectary: provides nectar or pollen for beneficial insects [1-2].  Host plant for Northern Cloudywing butterfly. Seeds may be eaten by songbirds. Nitrogen Fixer. Dynamic accumulator.
22,Cultivation Details,
23,Cultivation Details Description,"An attractive perennial, herbaceous vine generally sprawling, occasionally climbing stems with tendrillate leaf tips. Light: Full sun (6 or more hours of direct sunlight a day) to partial shade (direct sunlight only part of the day, 2-6 hours). There is some suggestion that it can take deep shade but we have been unable to confirm this. Soil Drainage: moist and well-drained, occasionally Dry. Flower Color: Pink, White. Flower Bloom Time: Spring. Flower Description: Light pinkish white, pea-like flowers appear in spring. This plant has an extreme flammability rating. For polyculture design as well as the above-ground architecture (form - tree, shrub etc. and size shown above) information on the habit and root pattern is also useful and given here if available. Herbaceous. Growth habit is a single or multiple shooting vine from a crown [1-2]."
24,Plant Propagation,Seed.
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
