,Attributes,Description
0,Latin Name,Glycyrrhiza glabra
1,Common Name,"Liquorice, Cultivated licorice"
2,Family,Fabaceae or Leguminosae
3,USDA hardiness,7-10
4,Known Hazards,"A gross overdose of the root can cause oedema, high blood pressure and congestive heart failure[9, 65]. Do not use during premenstrual syndrome as water retention and bloating occur. If pregnant or have liver cirrhosis use with caution. Avoid using for more than 6 weeks. Excessive quantities may cause headache, sluggishness and potassium depletion [301]."
5,Habitats,"Dry open places[50], especially in sandy places near the sea[132]."
6,Range,Europe - Mediterranean.
7,Edibility Rating,(4 of 5)
8,Other Uses,(4 of 5)
9,Weed Potential,No
10,Medicinal Rating,(4 of 5)
11,Care (info),"Frost Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/GlycyrrhizaGlabra.gif, https://pfaf.org/../Admin/PlantImages/GlycyrrhizaGlabra2.gif"
13,Summary,
14,Physical Characteristics,"Glycyrrhiza glabra is a PERENNIAL growing to 1.2 m (4ft) by 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 8.  It is in flower from June to July. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. It can fix Nitrogen.  Suitable for: light (sandy) and medium (loamy) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil. The plant can tolerates strong winds but not maritime exposure."
15,Synonyms,Glycyrrhiza glandulifera. Glycyrrhiza hirsuta. Glycyrrhiza pallida. Glycyrrhiza violacea.
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,"Root: includes bulbs, corms, tubers, rhizomes etc."
18,Edible Uses,"Sweetener: includes sugar substitutes.,Tea: the various herb teas that can be used in place of tea, plus the genuine article."
19,Edible Uses Description,"eaRoot - raw or used as a flavouring. The source of liquorice powder that is extracted and used in sweets, baked goods, ice cream, soft drinks etc[7, 34, 100, 183], it is also used medicinally. A sweet and delicious flavour, but the root is very fibrous[K]. The root contains glycyrrhizin, a substance that is 50 times sweeter than sucrose[171, 183, 238]. The dried root is often used for chewing, it is excellent for teething children and also as a tooth cleaner[7, 34]. A tea made from the roots is an excellent thirst quencher[21]. The powdered root is also used as a sweetener in other herb teas[183]. The leaves are used as a tea substitute in Mongolia[183]."
20,Medicinal Uses,"Alterative: Causes a gradual beneficial change in the body, usually through improved nutrition and elimination, without having any marked specific action.,Antiinflammatory: Reduces inflammation of joints, injuries etc.,Antispasmodic: Relaxes muscular spasms and cramps, calming nervous irritation.,Demulcent: Soothes, lubricates and softens irritated tissues, especially the mucous membranes.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Eczema: Used in the treatment of eczema - a chronic health condition that affects the skin, causing redness, dryness, itching and infections.,Emollient: Softens the skin, causing warmth and moisture.,Expectorant: Clears phlegm from the chest by inducing coughing.,Laxative: Stimulates bowel movements in a fairly gentle manner.,Miscellany: Various medicinal actions that need more clarification.,Pectoral: Relieves respiratory diseases, a remedy for chest diseases.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Urinary: Treats urinary problems, including urinary tract infection (UTI)."
