,Attributes,Description
0,Latin Name,Oenothera lamarckiana
1,Common Name,
2,Family,Onagraceae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,Sandy soils[17].
6,Range,Europe to Eastern N. America.
7,Edibility Rating,(1 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/OenotheraLamarckiana.jpg, https://pfaf.org/../Admin/PlantImages/OenotheraLamarckiana2.jpg"
13,Summary,
14,Physical Characteristics,"Oenothera lamarckiana is a BIENNIAL growing to 1 m (3ft 3in).  It is not frost tender.  It is in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Lepidoptera (Moths & Butterflies), bees. The plant is self-fertile. It is noted for attracting wildlife.  Suitable for: light (sandy) and medium (loamy) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil."
15,Synonyms,O. grandiflora. Ait.
16,Plant Habitats,Cultivated Beds;
17,Edible Parts,Leaves: 
18,Edible Uses,
19,Edible Uses Description,Young leaves[105]. No more details are given.
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,"Prefers a dryish well-drained sandy loam and full sun[1, 200]. Heavy clay soils may induce winter rots[200]. Succeeds in poor soils. There is some confusion over this name. [43] says that it is a synonym of O. grandiflora. Ait. whilst O. lamarkiana DeVries non Ser. is given as a synonym for O. glazioviana[200]. The flowers open in the evening, they are richly scented and are very attractive to moths."
26,Plant Propagation,Seed - sow in situ from late spring to early summer[200].
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
