,Attributes,Description,age
0,Latin Name,Baccharis halimifolia,
1,Common Name,"Bush Groundsel, Eastern baccharis, High Tide Bush, Sea Myrtle, Salt Bush",
2,Family,Asteraceae or Compositae,
3,USDA hardiness,4-8,
4,Known Hazards,The plant is potentially toxic to livestock[274].,
5,Habitats,"Open woods, thickets and borders of marshes near the coast[43], often in saline soils[235].",
6,Range,Eastern N. America - Massachusetts to Florida and Texas.,
7,Edibility Rating,(0 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/BaccharisHalimifolia.jpg, https://pfaf.org/../Admin/PlantImages/BaccharisHalimifolia2.jpg",
13,Summary,"Bloom Color: White.Main Bloom Time: Early fall, Late fall, Mid fall. Form: Upright or erect, Vase.",
14,Physical Characteristics,"Baccharis halimifolia is a deciduous Shrub growing to 3.5 m (11ft) by 3.5 m (11ft) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower in October. The species is dioecious (individual flowers are either male or female, but only one sex is to be found on any one plant so both male and female plants must be grown if seed is required).  and is pollinated by Insects. The plant is not self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline and saline soils. It cannot grow in the shade. It prefers dry or  moist soil. The plant can tolerate maritime exposure.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Sunny Edge; Hedge;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Demulcent: Soothes, lubricates and softens irritated tissues, especially the mucous membranes.",
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.DemulcentThe plant is used as a palliative and demulcent in consumption and cough[207].,
20,Other Uses,"Fuel: Usually wood, plant materials that have been mentioned as being a good fuel.,Hedge: Plants that can be grown as hedges.,Hedge: Plants that can be grown as hedges.,Soil stabilization: Plants that can be grown in places such as sand dunes in order to prevent erosion by wind, water or other agents.",
21,Other Uses Description,"A good fast-growing hedge for exposed maritime conditions[11, K]. It retains its leaves into the new year but is rather bare in late winter[K]. Plants have an extensive root system and can be grown on sand or thin coastal soils in order to bind the soil[200]. Resinous secretions on the leaves and wood make this a useful fuel[11]. It is a fairly small plant though and would not be a very productive source.",
22,Cultivation Details,,
23,Cultivation Details Description,"Landscape Uses:Seashore. Succeeds in a sunny position in any well-drained soil[11, 188], from heavy clays to pure sands[113]. Tolerates saline conditions and dry soils[188, 200]. A useful shrub for coastal situations, resisting maritime exposure[11]. Plants are hardy to about -15°c[200]. A fast-growing plant, it is very tolerant of pruning and can be cut right back to the base if required[K]. The presence of this plant growing wild was supposed to indicate areas where oil might be found[207]. Dioecious. Male and female plants must be grown if seed is required.  Special Features:North American native, All or parts of this plant are poisonous, Wetlands plant, Attractive flowers or blooms.",
24,Plant Propagation,"Seed - no pre-treatment is required[113]. Surface sow in pots a cold frame in the spring, do not let the compost dry out. Germination usually takes place within 1 - 2 weeks[113]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the cold frame for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Cuttings of half-ripe wood, July/August in a frame. Very easy[K]. Cuttings of mature wood of the current seasons growth, November in a frame. Easy[K].",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
