,Attributes,Description,age
0,Latin Name,Pseudowintera axillaris,
1,Common Name,Heropito,
2,Family,Winteraceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,Lowland and lower montane forests between latitudes 35 and 42°south in North and South Islands[44].,
6,Range,New Zealand.,
7,Edibility Rating,(0 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/noplantimage1.JPG, https://pfaf.org/../Admin/PlantImages/noplantimage2.JPG",
13,Summary,,
14,Physical Characteristics,"Pseudowintera axillaris is an evergreen Shrub growing to 7.5 m (24ft) by 7.5 m (24ft). It is in leaf all year, in flower from May to June. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid and neutral soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,Drimys axillaris.,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Shady Edge;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Anodyne: Relieves pain, it is milder than an analgesic.,Aromatic: Having an agreeable odour and stimulant qualities.,Astringent: Produces contraction in living tissue, reducing the flow of secretions and discharges of blood, mucus, diarrhoea etc.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anodyne  Aromatic  Astringent  TonicAnodyne, aromatic, astringent, tonic[61, 128].",
20,Other Uses,Wood: A list of the trees and shrubs that are noted for having useful wood.,
21,Other Uses Description,"- red. Used in inlay work[61, 128].",
22,Cultivation Details,,
23,Cultivation Details Description,"Prefers a cool moist position in a well-drained but moisture-retentive humus-rich soil[182, 200]. Dislikes lime[182, 200]. Succeeds in sun or part shade[200]. Not very hardy in Britain, it succeeds outdoors in the milder areas of the country[11]. Grows well in light woodland[182]. Plants tolerate pruning if this is needed[188].",
24,Plant Propagation,"Seed - best sown as soon as it is ripe in the autumn in a cold frame[200], but it can also be sown in the spring[200]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in light shade in the cold frame for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Consider giving the plants some protection from the cold for at least their first winter outdoors. Cuttings of greenwood in the summer[200]. Layering.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
