,Attributes,Description,age
0,Latin Name,Osmorhiza claytonii,
1,Common Name,"Woolly Sweet-Cicely, Clayton's sweetroot",
2,Family,Apiaceae or Umbelliferae,
3,USDA hardiness,5-9,
4,Known Hazards,None known,
5,Habitats,Woods and wooded slopes[43].,
6,Range,"Eastern N. America - Nova Scotia to South Dakota, North Carolina, Illinois, Nebraska and Kansas.",
7,Edibility Rating,(3 of 5),
8,Other Uses,(1 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/OsmorhizaClaytonii.jpg, https://pfaf.org/../Admin/PlantImages/OsmorhizaClaytonii2.jpg",
13,Summary,,
14,Physical Characteristics,"Osmorhiza claytonii is a PERENNIAL growing to 1 m (3ft 3in).  See above for USDA hardiness. It is hardy to UK zone 6. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Cultivated Beds;,
17,Edible Parts,"Leaves: ,Root: includes bulbs, corms, tubers, rhizomes etc.,Seed: includes nuts, cereals, peas and beans.",
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.",
19,Edible Uses Description,"Root - cooked and eaten as a vegetable[46, 105, 183]. Used for putting on weight[61, 161]. Leaf stalks - cooked and used as a vegetable[183]. The aromatic roots and unripe seeds are used as anise-like flavourings[183]. Pleasant to chew[207].",
20,Medicinal Uses,"Ophthalmic: Treats eye complaints.,Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Ophthalmic  PoulticeThe root has been chewed or gargled as a treatment for sore throats[222, 257]. A poultice of the moistened pulverized roots has been applied to boils, cuts, sores etc whilst a tea made from the roots has been used to bathe sore eyes[222, 257].",
22,Other Uses,,
23,Other Uses Description,Scented.,
24,Cultivation Details,,
25,Cultivation Details Description,"Succeeds in any deep moisture-retentive soil in sun or dappled shade[200]. Plants are hardy to about -20°c[200]. Well suited to naturalistic plantings in a woodland or wild garden[200]. A sweetly aromatic plant[200]. For polyculture design as well as the above-ground architecture (form - tree, shrub etc. and size shown above) information on the habit and root pattern is also useful and given here if available. The plant growth habit is a clumper with limited spread [1-2]. The root pattern is fibrous dividing into a large number of fine roots [1-2]. The root pattern is fleshy. Thick or swollen - fibrous or tap root [1-2].",
26,Plant Propagation,"Seed - we have no information on this species but suggest sowing the seed in a cold frame as soon as it is ripe if this is possible, otherwise sow it in early spring. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
