,Attributes,Description,age
0,Latin Name,Verbascum phlomoides,
1,Common Name,"Wooly Mullein, Orange mullein",
2,Family,Scrophulariaceae,
3,USDA hardiness,5-9,
4,Known Hazards,None known,
5,Habitats,Dry sandy or stony ground[17].,
6,Range,S. Europe. Rarely naturalized in Britain[17].,
7,Edibility Rating,(0 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/VerbascumPhlomoides.jpg, https://pfaf.org/../Admin/PlantImages/VerbascumPhlomoides2.jpg",
13,Summary,,
14,Physical Characteristics,"Verbascum phlomoides is a BIENNIAL/PERENNIAL growing to 1.2 m (4ft).  See above for USDA hardiness. It is hardy to UK zone 6.  It is in flower from June to September, and the seeds ripen from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Anodyne: Relieves pain, it is milder than an analgesic.,Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Demulcent: Soothes, lubricates and softens irritated tissues, especially the mucous membranes.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Expectorant: Clears phlegm from the chest by inducing coughing.,Pectoral: Relieves respiratory diseases, a remedy for chest diseases.,Vermifuge: Expels and kills internal parasites.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Anodyne  Antiseptic  Demulcent  Diuretic  Expectorant  Pectoral  VermifugeThe seed is used to expel tapeworms from the body[4]. No other details are given, but the seeds probably contain saponins and so should be used with caution[K]. The flowers and leaves are anodyne, antiseptic, astringent, demulcent, emollient, expectorant, pectoral and vulnerary[21, 238]. An infusion is used internally in the treatment of various respiratory complaints including coughs, bronchitis, asthma and throat irritations[238]. An infusion of the fresh or dried flowers in olive oil is used to treat earaches, sores, wounds, boils etc[238]. The plant is harvested when in flower and should be dried quickly and with care or it will lose its medicinal qualities[238].",
20,Other Uses,"Repellent: Plants that are said to deter but not necessarily kill various mammals, birds, insects etc.",
21,Other Uses Description,"The whole plant is used to repel mice and rats[46, 61]. Dynamic accumulator.",
22,Cultivation Details,,
23,Cultivation Details Description,"An easily grown plant, it succeeds in most well-drained soils, including dry ones, and prefers a sunny position[200]. Dislikes shade and wet soils[200]. Thrives on chalk[200]. Prefers a light soil[200]. This species is hardy to at least -15°c[200]. Hybridizes with other members of this genus, though the progeny are usually sterile[200]. Plants can perennate when growing in light well-drained soils[111].",
24,Plant Propagation,"Seed - sow late spring to early summer in a cold frame and only just cover the seed[200]. Germination usually takes place within 2 - 3 weeks. When they are large enough to handle, prick out the seedlings into individual pots and plant them out in late summer. The seed has a long viability[200].",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
