,Attributes,Description
0,Latin Name,Epilobium parviflorum
1,Common Name,"Codlins And Cream, Smallflower hairy willowherb"
2,Family,Onagraceae
3,USDA hardiness,Coming soon
4,Known Hazards,None known
5,Habitats,"Stream banks, marshes, fens etc, to 360 metres[17]."
6,Range,"Europe, including Britain, from Sweden south and east to N. Africa and W. Asia to India."
7,Edibility Rating,(2 of 5)
8,Other Uses,(0 of 5)
9,Weed Potential,No
10,Medicinal Rating,(0 of 5)
11,Care (info),"Moist Soil,Wet Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/EpilobiumParviflorum.gif, https://pfaf.org/../Admin/PlantImages/EpilobiumParviflorum2.gif"
13,Summary,
14,Physical Characteristics,"Epilobium parviflorum is a PERENNIAL growing to 0.6 m (2ft).  It is in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, hoverflies. The plant is self-fertile. It is noted for attracting wildlife.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist or  wet soil."
15,Synonyms,
16,Plant Habitats,Bog Garden;
17,Edible Parts,Leaves: 
18,Edible Uses,
19,Edible Uses Description,"Leaves - raw. Added to salads, they have an agreeable flavour[217]."
20,Medicinal Uses,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known
22,Other Uses,
23,Other Uses Description,None known
24,Cultivation Details,
25,Cultivation Details Description,Succeeds in most soils[1]. Prefers a well-drained but moisture retentive soil in a sunny position[200] or in partial shade[187]. The flowers are attractive to bees and provide a good late source of nectar[200].
26,Plant Propagation,"Seed - sow early spring in situ or as soon as the seed is ripe. Division in spring or autumn. Very easy, larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring."
27,Other Names,If available other names are mentioned here
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
29,Found In,Countries where the plant has been found are listed here if the information is available
30,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
