,Attributes,Description
0,Latin Name,Pinus brutia
1,Common Name,"Calabrian pine, Turkish pine"
2,Family,Pinaceae
3,USDA hardiness,7-11
4,Known Hazards,None known
5,Habitats,"Relatively open conifer forests, sometimes in pure stands, open mixed woodland with other drought tolerant trees; at elevations from near sea level to 1,500 metres[338]."
6,Range,"Origin: Mediterranean. Eastern Mediterranean and Black Sea regions, from the Balkans and Bulgaria to Greece, Turkey and Syria, and through the Caucasus"
7,Edibility Rating,(2 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,No
10,Medicinal Rating,(3 of 5)
11,Care (info),"Frost Hardy,Well drained soil,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Pinus_brutia1.JPEG, https://pfaf.org/../Admin/PlantImages/Pinus_brutia2.JPEG"
13,Summary,"Calabrian pine - the ""Lone Pine"", is a prominent landmark tree at an ANZAC First World War battle at Gallipoli. Cones from the battlefield were taken home to Australia. It is widely planted for timber. It is drought-tolerant, with fire resistant cones allowing it to successfully colonize dry, abandoned and burnt areas. As a carbon farming solutions plant it is a good  hydrocarbon Industrial Crop."
14,Physical Characteristics,"Pinus brutia is an evergreen Tree growing to 30 m (98ft) by 25 m (82ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 8. The flowers are pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils, prefers  well-drained soil and can grow in nutritionally poor soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid and saline soils. It cannot grow in the shade. It prefers dry or  moist soil and can tolerate drought. The plant can tolerate maritime exposure."
15,Synonyms,Pinus brutia var. densifolia Yalt. & Boydak. Pinus brutia f. kruepericola Frankis. Pinus halepensis subsp. brutia (Ten.) Holmboe. Pinus halepensis var. brutia (Ten.) A.Henry. Pinus persica Fox-Strangw. This species contains the following infraspecific taxa: Pinus brutia var. eldarica (Medw.) Silba. Pinus brutia var. pendulifolia Frankis. Pinus brutia var. pityusa (Steven) Silba
16,Plant Habitats,
17,Edible Uses Description,"The resin has been used from ancient times to flavour white wines known as retsina[328 ]. A sap-sucking insect, Marchalina hellenica, produces large amounts of honey-dew, which is harvested by honeybees and sold as 'pine honey'. Pinus brutia was planted outside its native range in Greece from early times for this harvest[329 ]."
18,Medicinal Uses,
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Oil of turpentine, obtained from the oleo-resin of all pine trees, is antiseptic, antispasmodic, astringent, diuretic, rubefacient, stimulant and vermifuge[4, 329]. It is a valuable remedy used internally in the treatment of kidney and bladder complaints and is used both internally and as a rub and steam bath in the treatment of rheumatic affections[4]. It is also very beneficial to the respiratory system and so is useful in treating diseases of the mucous membranes and respiratory complaints such as coughs, colds, influenza and TB[4]."
20,Other Uses,
21,Other Uses Description,"The resin obtained from the stem is used to flavour white wines known as retsina and for the production of turpentine[338 ]. Its timber is used for fencing posts, telephone posts, building timbers, railway sleepers, carpentry, boxes and crates, hardboard and pulp[328 ]. The ""Lone Pine"", a prominent landmark tree at an ANZAC First World War battle at Gallipoli, was this species. Cones from the battlefield were taken home to Australia, and plants sourced from the seeds were planted as living memorials. ""Lone Pine"" memorials, based on cones brought back from Gallipoli may use this species or Aleppo pine. it is widely planted in coastal areas of the Mediterranean for soil protection and as windbreaks. Carbon Farming Solutions - Industrial Crop: hydrocarbon (Crops grown for non-food uses. Industrial crops provide resources in three main categories: materials, chemicals, and energy. Traditional materials include lumber and thatch, paper and cardboard, and textiles) [1-1]. A popular ornamental tree."
22,Cultivation Details,"Industrial Crop: Hydrocarbon: Materials, chemicals and energy include bioplastics, rubber, biomass products gasoline, jet fuel, diesel, butane, propane, biogas. Plants are usually resprouting plants and saps.,Management: Standard: Plants grow to their standard height. Harvest fruit, seeds, or other products. Non-Destructive management systems.,Regional Timber: These crops have been domesticated and cultivated regionally but have not been adopted elsewhere and are typically not traded globally."
