,Attributes,Description
0,Latin Name,Prunus serotina
1,Common Name,"Rum Cherry - Wild Cherry, Black Cherry, Wild Black Cherry"
2,Family,Rosaceae
3,USDA hardiness,3-9
4,Known Hazards,"The seeds and leaves of this species contain high quantities of hydrogen cyanide, a poison that gives almonds their characteristic flavour. This toxin is readily detected by its bitter taste. Usually present in too small a quantity to do any harm, any very bitter seed or fruit should not be eaten[21, 65]. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestion, it is also claimed to be of benefit in the treatment of cancer. In excess, however, it can cause respiratory failure and even death. Discard the seeds. Keep plant way from children [301]."
5,Habitats,"Found in a variety of soils, preferring moist fertile conditions on north or east facing slopes or protected coves[229]. Dry woods[43]."
6,Range,"N. America - Nova Scotia to Minnesota, south to Florida and Texas. Also in Arizona and Mexico."
7,Edibility Rating,(4 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(2 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/PrunusSerotina.jpg, https://pfaf.org/../Admin/PlantImages/PrunusSerotina2.jpg"
13,Summary,"Bloom Color: White. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Oval."
14,Physical Characteristics,"Prunus serotina is a deciduous Tree growing to 18 m (59ft) by 8 m (26ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 3.  It is in flower from May to June, and the seeds ripen in September. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil."
15,Synonyms,Cerasus capollin Ser. ex DC. Prunus capuli Cav. Prunus salicifolia Kunth.
16,Plant Habitats,Woodland Garden Canopy;
17,Edible Parts,"Fruit: ,Seed: includes nuts, cereals, peas and beans."
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments.,Drink: not including plant saps, tea or coffee substitutes."
