,Attributes,Description,age
0,Latin Name,Taxus brevifolia,
1,Common Name,Pacific Yew,
2,Family,Taxaceae,
3,USDA hardiness,5-9,
4,Known Hazards,"All parts of the plant, except the flesh of the fruit, are highly poisonous[1, 4, 7, 10, 19, 65]. Another report says that the toxic alkaloid found in other yews, known as taxine, is not found in this species and that the toxicity of this species has not been conclusively proven[270]. Poisoning symptoms are dry mouth, vomiting, vertigo, abdominal pain, dyspnoea, arrhythmias, hypotension & unconsciousness.",
5,Habitats,"Growing singly or in small clumps on the banks of mountain streams, in deep gorges and ravines, open or dense forests, especially under large coniferous trees from sea level to 2200 metres[82, 270].",
6,Range,Western N. America - Alaska to California.,
7,Edibility Rating,(3 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(4 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full shade,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/TaxusBrevifolia.jpg, https://pfaf.org/../Admin/PlantImages/TaxusBrevifolia2.jpg",
13,Summary,,
14,Physical Characteristics,"Taxus brevifolia is an evergreen Tree growing to 15 m (49ft 3in) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 6 and is not frost tender. It is in leaf all year, in flower from March to May, and the seeds ripen from September to November. The species is dioecious (individual flowers are either male or female, but only one sex is to be found on any one plant so both male and female plants must be grown if seed is required).  and is pollinated by Wind. The plant is not self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and  can grow in very acid and very alkaline soils. It can grow in full shade (deep woodland) semi-shade (light woodland) or no shade. It prefers dry or  moist soil. The plant can tolerates strong winds but not maritime exposure. It can tolerate atmospheric pollution.",
15,Synonyms,Taxus bourcieri Carrière. Taxus lindleyana A.Murray bis. Taxus occidentalis Nutt.,
16,Plant Habitats,Woodland Garden Secondary; Sunny Edge; Dappled Shade; Shady Edge; not Deep Shade;,
17,Edible Parts,Fruit: ,
18,Edible Uses,,
19,Edible Uses Description,"Fruit - raw[105, 161, 257]. Very sweet and gelatinous, most people find it delicious though some find it sickly[K]. The fruit is a fleshy berry about 8mm in diameter and containing a single seed[200]. Trees usually produce good crops every year[229]. All other parts of this plant, including the seed, are highly poisonous. When eating the fruit you should spit out the large seed found in the fruit's centre. Should you swallow the whole seed it will just pass straight through you without harm, if the seed has been bitten into, however, it could cause some problems.",
20,Medicinal Uses,"Cancer: Used in the treatment of cancer.,Diaphoretic: Induces perspiration.,Pectoral: Relieves respiratory diseases, a remedy for chest diseases.,Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.",
