,Attributes,Description,age
0,Latin Name,Pourouma cecropiifolia,
1,Common Name,Amazon Grape,
2,Family,Urticaceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,"Rainforests, in areas that do not usually become inundated[420 ].",
6,Range,"S. America - Western Amazon in Brazil, Peru, Colombia and Ecuador.",
7,Edibility Rating,(4 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Pourouma_cecropiifolia_Karsten.JPEG, https://pfaf.org/../Admin/PlantImages/Pourouma cecropiifolia 2.JPEG",
13,Summary,,
14,Physical Characteristics,"Pourouma cecropiifolia is an evergreen Tree growing to 15 m (49ft) by 7 m (23ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10. Suitable for: medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,Pourouma edulis Dufr. Pourouma multifida Tr?cul Pourouma sapida P.Karst. Pourouma uvifera Rusby,
16,Plant Habitats,,
17,Edible Parts,Fruit: ,
18,Edible Uses,"Drink: not including plant saps, tea or coffee substitutes.",
19,Edible Uses Description,"Fruit - raw or cooked[301 ]. The purple, grape-like fruits are up to 4cm in diameter, with a large seed and a sweet, juicy, white pulp that has the flavour of a grape[46 , 301 ]. They can be made into wine, jams and jellies[301 ]. The fruits are produced in clusters[335 ].",
20,Medicinal Uses,"Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.",
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.PoulticeThe warmed bark is used as a poultice for treating hard boils[348 ].,
22,Other Uses,"Containers: Plants, such as gourds, that can be used as containers. Does not include baskets or containers made from wood.,Wood: A list of the trees and shrubs that are noted for having useful wood.",
23,Other Uses Description,"Other Uses: The wood is light, soft and easy to work[420 ]. It has a thick texture, poor mechanical properties and is not very durable[420 ]. It is used for linings, boxes, toys and plywood[420 ]. It is also pulped for cellulose[420 ].",
24,Cultivation Details,,
25,Cultivation Details Description,"A tree of the hot, humid, tropical lowlands, where it is found at elevations up to 1,000 metres[335 , 420 ]. It is not tolerant of frost[335 ]. Succeeds in full sun or dappled shade[420 ]. Found in the wild on fertile, clayey soils[420 ]. A relatively fast-growing plant, it can commence fruiting when three years old[301 ]. A dioecious species, both male and female forms need to be grown if fruit and seeds are required.",
26,Plant Propagation,"Seed - best sown as soon as it is ripe in a seedbed in a sunny position[420 ]. Less than 50% of the seeds usually germinate, normally within 3 - 5 weeks[420 ].",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
