,Attributes,Description,age
0,Latin Name,Dendrocalamus latiflorus,
1,Common Name,"Sweet Bamboo, Sweet bamboo shoot, Taiwan giant bamboo",
2,Family,Poaceae,
3,USDA hardiness,10-12,
4,Known Hazards,None known,
5,Habitats,Not known,
6,Range,"E. Asia - southern China, Myanmar, Vietnam.",
7,Edibility Rating,(4 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Tender,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Dendrocalamus_latiflorus_small2.jpg, https://pfaf.org/../Admin/PlantImages/Dendrocalamus-latiflorus2.jpg",
13,Summary,"Dendrocalamus latiflorus or commonly known as Sweet Bamboo is found in East Asia specifically in southern China, Myanmar, and Vietnam. It is densely tufted, sympodial, and evergreen. Its culm is erect with a pendulous tip and reaches a height of up to 25 m and diameter of up to 20 cm. Young shoots are edible either raw or cooked. Mature culms are used as water pipes or made into small rafts, baskets, paper pulp, and for house construction. D. latiflorus is sometimes used as an ornamental plant. Plants can be grown from seed or by rhizome and culm cuttings.",
14,Physical Characteristics,"Dendrocalamus latiflorus is an evergreen Bamboo growing to 20 m (65ft) by 10 m (32ft) at a fast rate. See above for USDA hardiness. It is hardy to UK zone 10. The flowers are pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers  moist soil.",
15,Synonyms,Bambusa latiflora (Munro.) Kurz Sinocalamus latiflorus (Munro.) McClure.,
16,Plant Habitats,,
17,Edible Parts,"Shoots: ,Stem: this often intergrades into leaves.",
18,Edible Uses,,
