,Attributes,Description
0,Latin Name,Ligustrum sinense
1,Common Name,Chinese Privet
2,Family,Oleaceae
3,USDA hardiness,7-10
4,Known Hazards,"Although no reports of toxicity have been seen for this species, at least one member of this genus is recorded as being mildly toxic and it is quite possible that other members of the genus also contain toxins[65]."
5,Habitats,"Thin woods and thickets in lowland and hills all over Japan[58]. Mixed forests, valleys, along streams, thickets, woods, ravines at elevations of 200 - 2600 metres[266]."
6,Range,"E. Asia - China, Japan."
7,Edibility Rating,(0 of 5)
8,Other Uses,(3 of 5)
9,Weed Potential,Yes
10,Medicinal Rating,(1 of 5)
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/LigustrumSinense.jpg, https://pfaf.org/../Admin/PlantImages/LigustrumSinense2.jpg"
13,Summary,"Bloom Color: White. Main Bloom Time: Early spring, Late spring, Mid spring. Form: Rounded, Vase."
14,Physical Characteristics,"Ligustrum sinense is an evergreen Shrub growing to 3 m (9ft 10in) at a medium rate.  See above for USDA hardiness. It is hardy to UK zone 3. It is in leaf all year, in flower in July, and the seeds ripen in October. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and can grow in heavy clay soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil."
15,Synonyms,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade; Hedge;
17,Edible Uses Description,None known
18,Medicinal Uses,Febrifuge: Reduces fevers.
19,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.FebrifugeThe bark is used as an antipyretic[266].
20,Other Uses,"Hedge: Plants that can be grown as hedges.,Hedge: Plants that can be grown as hedges."
21,Other Uses Description,Much cultivated as a hedge and screen plant in N. America[227].
22,Cultivation Details,
23,Cultivation Details Description,"Landscape Uses:Border, Hedge, Standard, Specimen. A very tolerant and easily grown plant, it succeeds in any soil that is not impoverished or water-logged[11, 182]. Grows well in heavy clay soils. This species has become a problematic invader of native habitats in N. America, becoming the dominant understorey shrub in some areas[274]. This species is notably susceptible to honey fungus[200].  Special Features:Attractive foliage, Not North American native, Invasive, Naturalizing, Attracts butterflies, Attractive flowers or blooms."
24,Plant Propagation,"The seed does not require any pre-treatment and can be sown in the spring in a cold frame[113]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Cuttings of half-ripe wood, 5 - 10cm with a heel, July/August in a frame. Very easy[78]. Cuttings of mature wood, 20 - 30cm in a sheltered outdoor bed in November/December. High percentage[78]."
25,Other Names,If available other names are mentioned here
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search"
27,Found In,Countries where the plant has been found are listed here if the information is available
28,Weed Potencial,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.
