,Attributes,Description,age
0,Latin Name,Cardamine raphanifolia,
1,Common Name,,
2,Family,Brassicaceae or Cruciferae,
3,USDA hardiness,4-8,
4,Known Hazards,None known,
5,Habitats,Damp places and streamsides in mountains.,
6,Range,"Europe - France, Spain and Italy. Occasionally established in Britain.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(2 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Wet Soil,Full shade,Semi-shade",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/CardamineRaphanifolia.jpg, https://pfaf.org/../Admin/PlantImages/CardamineRaphanifolia2.jpg",
13,Summary,,
14,Physical Characteristics,"Cardamine raphanifolia is a PERENNIAL growing to 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 5. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies, Lepidoptera (Moths & Butterflies). The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in full shade (deep woodland) or  semi-shade (light woodland). It prefers  moist or  wet soil.",
15,Synonyms,C. latifolia non Lej.,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge; Ground Cover; Bog Garden;,
17,Edible Parts,Leaves: ,
18,Edible Uses,,
19,Edible Uses Description,We have no information on the edibility of this plant but the leaves are almost certainly edible[K].,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,"Plants can be grown as a ground cover, making a fairly good carpet in a moist position[208].",
24,Cultivation Details,,
25,Cultivation Details Description,Prefers a moist humus rich soil in shade or semi-shade[200] but succeeds in most soils that are not dry[1]. Plants are closely related to C. pratensis[17].,
26,Plant Propagation,"Seed - sow spring in a cold frame. Germination usually takes place within 1 - 3 weeks at 15°c[175]. When large enough to handle, prick the seedlings out into individual pots and grow them on in light shade in a greenhouse or cold frame for the first two years, planting them out when dormant in late summer. Division in early spring or after the plant dies down in the summer. Larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
