,Attributes,Description,age
0,Latin Name,Anagallis arvensis,
1,Common Name,Scarlet Pimpernel,
2,Family,Primulaceae,
3,USDA hardiness,6-9,
4,Known Hazards,"The seeds are slightly poisonous to some mammals, but no cases involving people are known[13, 76]. Skin contact with the plant can cause dermatitis in some people[76].",
5,Habitats,"Roadsides and cultivated land[9], preferring rather sandy soils[7].",
6,Range,"Throughout most of the world, including Britain, but absent from the Tropics.",
7,Edibility Rating,(2 of 5),
8,Other Uses,(3 of 5),
9,Weed Potential,Yes,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Well drained soil,Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AnagallisArvensis3.jpg, https://pfaf.org/../Admin/PlantImages/AnagallisArvensis2.jpg",
13,Summary,"A low-growing annual plant. Once highly regarded as a medicinal herb but now questioned due to it's toxicity. The whole herb is antitussive, cholagogue, diaphoretic, diuretic, expectorant, nervine, purgative, stimulant and vulnerary.",
14,Physical Characteristics,"Anagallis arvensis is a ANNUAL growing to 0.1 m (0ft 4in) by 0.4 m (1ft 4in).  See above for USDA hardiness. It is hardy to UK zone 7 and is not frost tender.  It is in flower from June to August, and the seeds ripen from July to September. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It cannot grow in the shade. It prefers dry or  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,"Leaves: ,Shoots: ",
18,Edible Uses,,
19,Edible Uses Description,"Leaves - raw or cooked[2, 105, 115]. Used in salads[4] and as a spinach[2]. The tender shoots are cooked as a vegetable[272]. It is best not to eat these leaves[55, 238], see the notes above on toxicity.",
20,Medicinal Uses,"Antidepressant: Used to alleviate mood disorders, such as major depression and dysthymia and anxiety disorders such as social anxiety disorder.,Antipruritic: Treats itching of the skin.,Antitussive: Prevents or relieves coughing.,Antiviral: Treats virus diseases,Cholagogue: Increases the flow of bile and its discharge from the body.,Diaphoretic: Induces perspiration.,Diuretic: Acts on the kidneys, promoting the flow of urine.,Epilepsy: Used in the treatment of Epilepsy - a disorder in which nerve cell activity in the brain is disturbed, causing seizures.,Expectorant: Clears phlegm from the chest by inducing coughing.,Homeopathy: A plant used in homeopathic treatments.,Nervine: Stimulates and calms the nerves.,Purgative: A drastic laxative causing a cleansing or watery evacuation of the bowels, usually with a griping pain.,Stimulant: Excites or quickens activity of the physiological processes. Faster acting than a tonic but differing from a narcotic in that it does not give a false sense of well-being.,Vulnerary: Promotes the healing of wounds.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antidepressant  Antipruritic  Antitussive  Antiviral  Cholagogue  Diaphoretic  Diuretic  Epilepsy  Expectorant  Homeopathy  Nervine  Purgative  Stimulant  VulneraryThe scarlet pimpernel was at one time highly regarded as a medicinal herb, especially in the treatment of epilepsy and mental problems[254], but there is little evidence to support its efficacy and it is no longer recommended for internal use because it contains toxic saponins and cytotoxic cucurbitacins[238, 254]. The whole herb is antitussive, cholagogue, diaphoretic, diuretic, expectorant, nervine, purgative, stimulant and vulnerary[4, 7, 9, 21, 46]. It can be taken internally or applied externally as a poultice[7]. An infusion is used in the treatment of dropsy, skin infections and disorders of the liver and gall bladder[9, 272]. The plant is best harvested in June and can be dried for later use[4]. Use with caution[21], large doses can cause polyuria and tremor[7]. A homeopathic remedy is made from the plant[9]. It is used internally to treat itchy skins and externally to remove warts[9].",
22,Other Uses,Soap: Plants used directly as a soap substitute.,
23,Other Uses Description,The squeezed plant is used in Nepal for washing and bathing[272]. Anagallis arvensis is insecticidal or at least is repellent to some insects. Dynamic accumulator.,
24,Cultivation Details,,
25,Cultivation Details Description,"Prefers a sunny position and a good soil[1]. Succeeds in dry or sandy soils[238]. The flowers open at about 8 am and close at 3pm each day, though they close earlier if it rains. The flowers are also said to foretell wet weather if they close early[207].",
26,Plant Propagation,Seed - sow spring in situ.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
