,Attributes,Description
0,Latin Name,Copaifera coriacea
1,Common Name,Sapucaia tree
2,Family,Fabaceae
3,USDA hardiness,10-12
4,Known Hazards,None known
5,Habitats,River banks in the rainforest[ 46 ].
6,Range,S. America - Brazil.
7,Edibility Rating,(2 of 5)
8,Other Uses,(2 of 5)
9,Weed Potential,No
10,Medicinal Rating,(4 of 5)
11,Care (info),"Tender,Moist Soil,Semi-shade,Full sun"
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/Copaifera coriacea 1.jpg, https://pfaf.org/../Admin/PlantImages/Copaifera coriacea 2.jpg"
13,Summary,"Copaifera coriacea is an evergreen tree of about 20 m in height and found near riverbanks in the rainforests in South America. The trunk of the tree produces copaiba-balsam, an oily oleo-resin which is used medicinally to counter mucous in the chest and genito-urinary system. It also improves digestion, controls bacterial infections, and has diuretic and expectorant effects. Furthermore, it has healing, anti-inflammatory, pain-relieving, and antifungal properties. It can be taken internally against various respiratory, urinary tract and reproductive systems ailments. Externally, it can be used against skin conditions such as insect bites, eczema, sores, psoriasis, chilblains, wounds, and bleeding. It can also cure sore throats and tonsillitis if gargled. Aside from the abovementioned medicinal uses, the resin can also be used as a flavouring agent in food and beverages, or in varnishes and lacquers, for photographic paper, or as substitute for diesel oil."
14,Physical Characteristics,"Copaifera coriacea is an evergreen Tree growing to 20 m (65ft) by 20 m (65ft) at a slow rate. See above for USDA hardiness. It is hardy to UK zone 10. It can fix Nitrogen.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils and prefers  well-drained soil. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil and can tolerate drought."
15,Synonyms,Copaiba coriacea (Mart.) Kuntze Copaifera cordifolia Hayne
16,Plant Habitats,
17,Edible Parts,
18,Edible Uses,"Condiment: the various plants that are used as flavourings, either as herbs, spices or condiments."
19,Edible Uses Description,The resin has been approved officially in the U.S. as a food additive and is used in small amounts as a flavouring agent in foods and beverages[ 318 ].
