,Attributes,Description,age
0,Latin Name,Ranunculus japonicus,
1,Common Name,Mao Gen,
2,Family,Ranunculaceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,"The leaves are poisonous. The toxicity is of a low measure and the toxins can be destroyed by heat or by drying[4, 10, 13, 19, 62, 65]. Many if not all plants in this genus also have a strongly acrid juice that can cause blistering to the skin[65, 183].",
5,Habitats,Moist soils in grassy places in lowland and mountains all over Japan[58].,
6,Range,"E. Asia - China, Japan, Korea.",
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(1 of 5),
11,Care (info),"Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/RanunculusJaponicus.jpg, https://pfaf.org/../Admin/PlantImages/RanunculusJaponicus2.jpg",
13,Summary,,
14,Physical Characteristics,"Ranunculus japonicus is a PERENNIAL growing to 0.1 m (0ft 4in) by 0.3 m (1ft).  It is in flower from May to July. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,Leaves: ,
18,Edible Uses,,
19,Edible Uses Description,Leaves - cooked[105]. The leaves contain a low level of toxicity that is not enough to be injurious[179].,
20,Medicinal Uses,"Antiperiodic: Counteracts recurring illnesses such as malaria.,Antitumor: Preventing, or effective against, tumors, it is used in the treatment of cancer. Probably synonymous with Cytotoxic.,Decongestant: Removes phlegm and mucous, especially from the respiratory system.,Malaria: Treats malaria - an acute febrile illness caused by Plasmodium parasites spread to people through the bites of mosquitos.,Vermifuge: Expels and kills internal parasites.",
21,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiperiodic  Antitumor  Decongestant  Malaria  VermifugeThe plant is decongestant and vermicide[147, 218]. It is used in the treatment of malaria[147, 218]. The plant contains antitumour compounds[218].",
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"We have very little information on this species and do not know if it will be hardy in Britain, though judging by its native range it should succeed outdoors in most parts of the country. It is clsely related to R. acris[266]. The following notes are based on the general needs of the genus. Prefers a moist loamy soil[1]. A greedy plant, inhibiting the growth of nearby plants, especially legumes[54].",
26,Plant Propagation,"Seed - sow spring in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and plant them out in the summer. Division in spring.",
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
