,Attributes,Description,age
0,Latin Name,Suaeda nigra,
1,Common Name,Bush Seepweed,
2,Family,Chenopodiaceae,
3,USDA hardiness,Coming soon,
4,Known Hazards,None known,
5,Habitats,"Alkaline, saline, and gypseous places of the interior, mostly in deserts, occasionally coastal, rarely estuarine, from sea level to1600 metres[270].",
6,Range,South-western N. America - California to Texas and north to Saskatchewan .,
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Moist Soil,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/SuaedaNigra.jpg, https://pfaf.org/../Admin/PlantImages/SuaedaNigra2.jpg",
13,Summary,,
14,Physical Characteristics,"Suaeda nigra is a ANNUAL growing to 1.5 m (5ft).  It is in flower from August to October. The species is hermaphrodite (has both male and female organs) and is pollinated by Wind.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils and can grow in saline soils. It cannot grow in the shade. It prefers  moist soil. The plant can tolerate maritime exposure.",
15,Synonyms,,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,Leaves: ,
18,Edible Uses,,
19,Edible Uses Description,Leaves - cooked[177]. A salty flavour. They are used as a condiment to add a salty flavour when cooking other foods[257].,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,"We have very little information on this species and do not know if it will be hardy in Britain, though judging by its native range it could succeed outdoors at least in the milder parts of this country. A very variable species[270]. It dislikes shade, see the plants native range for other ideas on its cultivation needs.",
26,Plant Propagation,Seed - sow spring in situ.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
