,Attributes,Description,age
0,Latin Name,Anemone cylindrica,
1,Common Name,Candle Anemone,
2,Family,Ranunculaceae,
3,USDA hardiness,4-8,
4,Known Hazards,"Although no specific mention has been seen for this species, many members of this genus contain protoanemonin, an irritating acrid oil that is an enzymatic breakdown product of the glycoside ranunculin. While protoanemonin can cause severe topical and gastrointestinal irritation, it is unstable and changes into harmless anemonin when plants are dried or heated[4, 10, 19, 65, 270].",
5,Habitats,"Prairies, dry, open woods, pastures and roadsides at elevations from 300 - 3000 metres[270].",
6,Range,"Western N. America - British Columbia to New Mexico, east to South Dakota and New Jersey..",
7,Edibility Rating,(0 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(2 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/AnemoneCylindrica.jpg, https://pfaf.org/../Admin/PlantImages/AnemoneCylindrica2.jpg",
13,Summary,,
14,Physical Characteristics,"Anemone cylindrica is a PERENNIAL growing to 0.5 m (1ft 8in).  See above for USDA hardiness. It is hardy to UK zone 5.  It is in flower from July to August. The species is hermaphrodite (has both male and female organs) and is pollinated by Bees, flies. The plant is self-fertile.  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland). It prefers  moist soil.",
15,Synonyms,,
16,Plant Habitats,Woodland Garden Sunny Edge; Dappled Shade;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Antiseptic: Preventing sepsis, decay or putrefaction, it destroys or arrests the growth of micro-organisms.,Miscellany: Various medicinal actions that need more clarification.,Ophthalmic: Treats eye complaints.,Poultice: A moist, usually warm or hot, mass of plant material applied to the skin in the treatment of burns etc.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Antiseptic  Miscellany  Ophthalmic  PoulticeThe root of this plant was one of the most highly esteemed medicines of the Omaha and Ponca Indians[213]. A wash of the pounded boiled root was applied externally to wounds[213]. The root contains anemonin, which is said to be a potent antiseptic[213]. A poultice made from the leaves is used to treat burns[207, 257]. A tea of the roots was used in the treatment of headaches and dizziness[213, 257]. A decoction of the stem and fruit is used as a wash for sore eyes[257].",
20,Other Uses,Miscellany: A rag-bag of items that are difficult to categorise.,
21,Other Uses Description,None known,
22,Cultivation Details,,
23,Cultivation Details Description,"Succeeds in ordinary garden soil but prefers a well-drained woodland soil and some shade[200]. Plants succeed in maritime gardens[233]. Hardy to at least -20°c[187]. Plants seem to be immune to the predations of rabbits[233]. A greedy plant, inhibiting the growth of nearby plants, especially legumes[54]. A good woodland plant[1, 187].",
24,Plant Propagation,"Seed - best sown in a cold frame as soon as it is ripe in the summer[1]. Surface sow or only just cover the seed and keep the soil moist. Sow stored seed as soon as possible in late winter or early spring. The seed usually germinates in 1 - 6 months at 15°c[133]. When large enough to handle, prick the seedlings out into individual pots and grow them on in light shade in the greenhouse for at least their first year. When the plants are large enough, plant them out in the spring. Division in late summer after the plant dies down.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
