,Attributes,Description,age
0,Latin Name,Chamaelirium luteum,
1,Common Name,"Blazing Star - Unicorn Root - Devil's Bit, Fairywand",
2,Family,Melanthiaceae,
3,USDA hardiness,4-8,
4,Known Hazards,This plant is a cardiac toxin in large quantities[4]. Large doses may cause nausea & vomiting. Chamaelirium luteum is an emmenagogue (promotes menstruation) so best avoided during pregnancy [301].,
5,Habitats,"Low moist ground[4] in meadows, thickets and rich woods[43].",
6,Range,"Eastern N. America - New York to Florida, west to Arkansas, Illinois and Michigan.",
7,Edibility Rating,(0 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(3 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/ChamaeliriumLuteum.jpg, https://pfaf.org/../Admin/PlantImages/ChamaeliriumLuteum2.jpg",
13,Summary,,
14,Physical Characteristics,"Chamaelirium luteum is a PERENNIAL growing to 0.5 m (1ft 8in) by 0.3 m (1ft).  See above for USDA hardiness. It is hardy to UK zone 4.  It is in flower from May to June. The species is dioecious (individual flowers are either male or female, but only one sex is to be found on any one plant so both male and female plants must be grown if seed is required). . The plant is not self-fertile.  Suitable for: light (sandy) and medium (loamy) soils. Suitable pH: mildly acid soils and  can grow in very acid soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,C. carolinianum. Helonias dioica. H. lutea. Veratrum luteum.,
16,Plant Habitats,Woodland Garden Dappled Shade; Shady Edge;,
17,Edible Uses Description,None known,
18,Medicinal Uses,"Adaptogen: Helps the body ,Diuretic: Acts on the kidneys, promoting the flow of urine.,Emetic: Induces vomiting.,Tonic: Improves general health. Slower acting than a stimulant, it brings steady improvement.,Uterine tonic: A tonic for the uterus. See also oxytoxic.,Vermifuge: Expels and kills internal parasites.",
19,Medicinal Uses Description,"Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.Adaptogen  Diuretic  Emetic  Tonic  Uterine tonic  VermifugeBlazing star is a traditional remedy of the North American Indians where it was used mainly as a woman's herb[254]. It is widely used in Western herbal medicine where it is seen as a balancing herb for the female reproductive system and has proved to be a beneficial remedy for menstrual problems and ovarian cysts - it can also be of help in the menopause[254]. The root is adaptogen, diuretic, emetic, uterine tonic and vermifuge[4, 46, 61, 105, 238]. Small doses of the dried and powdered root are used[222]. It is employed in the treatment of amenorrhoea, dysmenorrhoea and leucorrhoea[207] and also for a variety of ailments associated with the male and female reproductive organs[222]. It should be used with caution since an excess causes vomiting[238]. The root is harvested in the autumn and dried for later use[238].",
20,Other Uses,,
21,Other Uses Description,None known,
22,Cultivation Details,,
23,Cultivation Details Description,"Requires a moist fertile humus-rich acidic soil in sun or light dappled shade[1, 200]. Prefers a cool peaty soil[233]. Plants are dioecious, male and female plants must be grown if seed is required[270].",
24,Plant Propagation,"Seed - sow as soon as it is ripe just below the surface of a peat/sand mix in pots in a cold frame[164]. Keep cool and moist. Germination usually takes place within 1 - 6 months at 10°c[164]. When large enough to handle, prick the seedlings out into individual pots and grow them on in pots plunged in a nursery bed for 1 - 2 years, giving protection from severe weather. Plant out in spring when the plants are large enough[164]. Division.",
25,Other Names,If available other names are mentioned here,
26,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
27,Found In,Countries where the plant has been found are listed here if the information is available,
28,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
