,Attributes,Description,age
0,Latin Name,Urospermum dalechampii,
1,Common Name,,
2,Family,Asteraceae or Compositae,
3,USDA hardiness,5-9,
4,Known Hazards,None known,
5,Habitats,Cultivated ground.,
6,Range,S. Europe - Mediterranean.,
7,Edibility Rating,(1 of 5),
8,Other Uses,(0 of 5),
9,Weed Potential,No,
10,Medicinal Rating,(0 of 5),
11,Care (info),"Fully Hardy,Moist Soil,Semi-shade,Full sun",
12,Plant Images,"https://pfaf.org/../Admin/PlantImages/UrospermumDalechampii.jpg, https://pfaf.org/../Admin/PlantImages/UrospermumDalechampii2.jpg",
13,Summary,,
14,Physical Characteristics,"Urospermum dalechampii is a PERENNIAL growing to 0.5 m (1ft 8in) by 0.6 m (2ft).  See above for USDA hardiness. It is hardy to UK zone 6. The species is hermaphrodite (has both male and female organs).  Suitable for: light (sandy), medium (loamy) and heavy (clay) soils. Suitable pH: mildly acid, neutral and basic (mildly alkaline) soils. It can grow in  semi-shade (light woodland) or no shade. It prefers  moist soil.",
15,Synonyms,Arnopogon dalechampii.,
16,Plant Habitats,Cultivated Beds;,
17,Edible Parts,Leaves: ,
18,Edible Uses,,
19,Edible Uses Description,Leaves - raw. They can be used in salads but are very bitter[217].,
20,Medicinal Uses,,
21,Medicinal Uses Description,Plants For A Future can not take any responsibility for any adverse effects from the use of plants. Always seek advice from a professional before using a plant medicinally.None known,
22,Other Uses,,
23,Other Uses Description,None known,
24,Cultivation Details,,
25,Cultivation Details Description,Succeeds in any fertile soil in a very sunny position[233]. A very ornamental plant[233].,
26,Plant Propagation,Seed - we have no information for this species but suggest sowing the seed in situ either as soon as it is ripe in late summer or in the spring. Division.,
27,Other Names,If available other names are mentioned here,
28,Native Plant Search,"Search over 900 plants ideal for food forests and permaculture gardens. Filter to search native plants to your area. The plants selected are the plants in our book 'Plants For Your Food Forest: 500 Plants for Temperate Food Forests and Permaculture Gardens, as well as plants chosen for our forthcoming related books for Tropical/Hot Wet Climates and Mediterranean/Hot Dry Climates. Native Plant Search",
29,Found In,Countries where the plant has been found are listed here if the information is available,
30,Weed Potencial Description,Right plant wrong place. We are currently updating this section. Please note that a plant may be invasive in one area but may not in your area so itâ€™s worth checking.,
